Reaction,CN10,CN11,CN13,CN14,CN15,CN17,CN18,CN19,CN2,CN20,CN21,CN22,CN23,CN24,CN25,CN26,CN27,CN28,CN3,CN30,CN4,CN5,CN6,CN7,CN8,CN9,CT1,CT11,CT12,CT15,CT16,CT17,CT2,CT20,CT21,CT22,CT23,CT24,CT25,CT26,CT27,CT28,CT29,CT30,CT4,CT5,CT6,CT7,CT9,Normal_Random_Mean,Cancer_Random_Mean,Normal_All_Mean,Cancer_All_Mean
ALASERNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALASm,0.01058431640360596,0.006632021384868233,0.0005127081081286358,0.015694603552172056,0.0059807526149162045,0.013025462807087464,0.005400109644686013,0.02219325686968768,0.004273284630126192,0.01145444037994377,0.023460139688482082,0.012092957724484954,0.0054666166579410225,0.011026983720758844,0.0004618635979289202,0.004744769935571807,0.00518007458884941,0.022432354460626216,0.015967140374755964,0.013723119942502238,0.0033599047936296277,0.009065395109342327,0.020184576889455113,0.0014288019622251142,0.00594212669477059,0.0014880730891852357,0.005168233463401134,0.02902167120042835,0.0021350636134215067,0.003241460977080347,0.0024656093513076155,0.033896551749581415,0.0096655813056647,0.027461674233563126,0.007517803309678934,0.0036651546845932054,0.01051709282325672,0.0013987630241841802,0.007268234171480071,0.021078765938595676,0.02330148876597323,0.011241877739887232,0.00724211649139855,0.02121855548315676,0.013668508811766263,0.016955779917532807,0.014159794739076657,0.009684343445996666,0.0020089885904425735,0.010550545492308503,,0.011210567174251476,
ALAt2r,-490.1430463240183,0.0,-629.9949998996209,-570.9852857239351,-690.2038935127495,0.0,-583.6159867077563,-340.0952346568002,0.0,-298.2513765599717,-508.666811623935,0.0,-68.24927197605474,-528.7284762804759,0.0,-322.13958873787715,-286.8190006861223,0.0,-788.0579563098884,0.0,0.0,-505.1916564286407,0.0,0.0,-225.77554226741375,-619.5614566929213,0.0,-226.07635437979832,-455.98016070555235,0.0,-597.74518002688,-114.96257235683694,-977.9005263721019,0.0,0.0,0.0,0.0,0.0,-724.1827995167919,0.0,0.0,0.0,-593.9960014039681,0.0,0.0,0.0,0.0,-365.1267028508865,0.0,-270.57631904213605,,-230.29877475169693,
ALAt4,1036.081988309957,355.6273793363344,629.9980147037597,321.4079915195883,690.1433420581885,0.03680978560635758,583.6386589038124,340.02125377711,107.43395858603517,298.0913355615898,99.81643071694053,0.032003782645014016,68.11554048908059,528.559986722115,0.03780774443329884,322.1728138242375,286.7827883531303,69.8756966905739,787.8968046577456,510.5757173100565,290.1239079212335,505.1014443117636,0.0358990915482587,1066.090796891745,225.63832439622985,619.6008914472909,0.008240114110792757,490.9270957058017,271.1843170190663,507.4329704420096,355.0811422938648,33.07245263542442,746.9498056482873,38.99340006127404,283.3301277797684,247.05370554727057,331.7859915445794,225.36681222694276,724.1512994554186,0.0008615915714784834,0.0730651094508609,245.5482943337271,593.9968795942855,193.8958091476763,928.1532719252483,30.55584994830121,798.558696542419,377.94755254087374,0.0,327.05347600342947,,344.9547292111611,
ALATA_L,-0.17183310722152573,-0.0749889520822973,0.0009526818900498279,-0.16484504681157225,-0.17332652155585426,-0.0033408900232025714,-0.11146784656847297,-0.09652405782787611,-0.07838213870213484,-0.2684695794980583,0.05784914255109938,0.026402431258972275,-0.21860632504586114,-0.20349483779258204,0.010363018068895662,-0.020949392736408324,-0.06313476620644552,-0.026221426813631914,-0.1617893593439928,-0.10121327519532367,-0.08628406503839879,-0.22149576471155702,-0.009384157915726278,-0.08908208844214949,-0.18771666614113267,0.018430470573623143,-0.002460390529632181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05565749151630211,0.0,-0.05364460448262993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09303718665149413,,-0.051571432941372085,
ALATA_Lm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007171749464930754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00016236041826308553,
ALATHRNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.90955846284044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.014557890168416,
ALAtN1,-546.0400460182353,-618.7810527712486,0.0,249.43005641507955,0.0,0.0,0.0,0.0,-107.43736561444362,0.0,408.9143602750859,0.0,0.0,0.0,0.0,0.0,0.0,-178.02482696942582,0.0,-510.67557492198506,-290.2020786361464,0.0,0.0,-1066.1784425962967,0.0,0.0,0.0,-264.87899769866726,0.0,-625.1185598401518,0.0,81.89079263537603,230.90101394921052,-38.991651774465275,-547.1452256985691,-247.05864955402942,-331.85103166254686,-589.453138276888,0.0,0.0,-0.09587526949843046,-245.5469347296446,0.0,-193.91611482521944,-928.1862209266073,-166.54347844210653,-798.5688138119069,546.9866741462029,0.0,-74.75498268066977,,-138.02381555506156,
ALATRAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALATRAHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002397429497055356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.5153915953005356e-05,
ALATRS,0.0003024770191957146,0.0013858400737660488,0.00010246982380936709,6.083848137256431e-05,0.00016019358781705882,0.0001729085784376805,0.0004758626255021173,0.0006197307858479601,0.0008460164881104451,0.0002471170736941152,0.0011947837821909334,4.7571571889632515e-05,0.0006897290938157001,0.0005248784866103537,6.170612398222699e-05,0.0008844631782305663,0.0003422745214162658,0.0015013652481716956,0.0006377072019047679,0.00135566326747635,0.0005899767534940881,0.0004855705775533829,0.0003029922480003615,0.0,0.001151369469432159,0.00011610951585849922,0.0004016487230755846,0.00010567297939893366,5.7361387466365594e-05,8.093742088640785e-05,9.443244390228308e-05,0.00038795552809753217,0.0019191761913364407,0.0017482868086269542,0.00014183299720507328,0.0007152061988889429,0.0011344663713751127,0.00011940805113006193,0.0003899964406617974,0.00012826596631902834,0.00049132871840345,0.00035933820180537797,0.0008781903175979902,0.0003814659713177113,0.0020032359254736265,0.00043191362135058434,0.0013971522012758242,0.00012410694072314198,2.913968901157198e-05,0.0005644844328674646,,0.0005992524806904206,
ALATRSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002397429497055356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.5153915953005356e-05,
ALAyLATthc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALCD1,-0.011905720899688176,0.0,0.0,-0.045845294425637215,-0.0010615919133701308,0.0,-0.055232532382881526,-0.021626468811641562,-0.0006501509146945203,-0.002888427720850327,-0.002417409086577992,0.0,-0.009637303644799157,0.0,0.0,-0.0025420527434827493,-0.0009982857566084816,-0.0037890723530053867,-0.005072009442163205,0.0,-0.0033622180515437065,-0.003205545844374474,-0.0007088975974567731,-0.0027271699216608026,-0.002293918313898284,-0.00037354799157602285,-0.007506356830432523,-1.792295456923161,0.0,0.0,-0.0006212139113330261,-0.009272139663173157,0.0,-0.008736307429646645,0.0,0.0,0.0,0.0,-0.6000507382303852,0.0,0.0,0.0,-0.002786630890979638,0.0,0.0,0.0,-0.006301271486429204,0.0,0.0,-0.007020916651351424,,-0.05892038903607286,
ALCD19,0.007134616868678442,0.0,0.00023979699384503602,0.0005333328574132075,0.0009812815598965704,0.0007511632314285345,0.0011228548913886493,8.695440757513575e-05,0.0004083824911897295,0.0026102631628555626,0.027165906350947115,0.0,0.0052204014574253185,0.0,3.0289088199927285e-05,0.0006506910944974963,0.000694869709933387,0.0,0.005397301759488258,0.0,0.006183972962381367,0.0018186262554398859,0.0019325838599946316,2.9625240436037303e-05,0.0013925320919999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002555969963219786,,0.0013068499895205956,
ALCD19m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALCD21_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.1207477194008,0.0,0.0,0.0,0.0,0.0,0.0,221.06063711783636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.4499860664026,111.74862522057438,0.0,0.0,0.0,0.0,0.0,61.76137451561863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.24272858454148,,26.089468559017636,
ALCD21_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2670264372844,0.0,0.0,0.0,0.0,0.0,0.0,575.243649549928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.03758657431393,335.61517807116866,0.1680917969572274,0.0,0.0,0.05346311398962293,0.0,189.8023297565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021931645701364154,0.0,0.005770833881573155,53.395098816624795,,47.58497344351761,
ALCD22_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.1252462622447,0.0,0.0,0.0,0.0,0.0,0.0,54.455355765252705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.11931948646094,45.123479182345356,0.0,0.0,0.0,0.0,0.0,111.90704843411869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.053650385246907,,17.49061615483068,
ALCD22_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2670264372844,0.0,0.0,0.0,0.0,0.0,0.0,575.243649549928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.03758657431393,335.61517807116866,0.0,0.0,0.0,0.0,0.0,189.8023297565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.395098816624795,,47.57975305617948,
ALDD19x,-506.804105832019,0.0,-544.1571225848154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617.8200702734932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0242018825380304,0.0,-0.006991966787763261,-0.3923517412030048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00211269648926595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.739333296605054,,-29.723094071724265,
ALDD19xrm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04976413744597514,0.0,-0.11500156814876507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020572219484389733,-150.61243115496146,0.0,0.00543206912837815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010055809517070656,0.0,0.0,0.0,0.0,399.7342707390087,0.0,-0.0068287942648645175,,3.2981829670554643,
ALDD19y,506.804105832019,0.0,544.1571225848154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.8200702734932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242018825380304,0.0,0.006991966787763261,0.3923517412030048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.739333296605054,,29.72314159746685,
ALDD19yrm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04976413744597514,0.0,0.11500156814876507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020572219484389733,150.61243115496146,0.0,-0.00543206912837815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010055809517070656,0.0,0.0,0.0,0.0,-399.7342707390087,0.0,0.0068287942648645175,,-3.2981829670554528,
ALDD20x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005081010646059533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.768378684032058e-05,
ALDD21,0.0,0.0,0.002701637364976589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38070007753119167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016829020981319106,,0.0077343386423201505,
ALDD21x,0.0,0.0,-0.002701637364976589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38070007753119167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016829020981319106,,-0.0077343386423201505,
ALDD2x,0.0,0.0,0.0,0.0,0.0,0.018703237915835346,0.06534855214118958,0.05930467937253212,0.0,0.0,0.0,0.018052902948715973,0.0,0.0,0.0,0.0,0.0400078190431802,0.0,0.0,0.0,0.0,0.06487498823396683,0.0,0.0,0.0,0.0,0.03607448662460442,0.006370305818957958,0.007921437997699236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01822797944358405,0.06508364768811765,0.008560469901185669,0.0,0.0,0.0,0.011733331837388516,,0.008570417873433628,
ALDD2xm,0.0,0.0,0.0,0.0,0.0,0.07610219237443129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07278008139311304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034360568177196965,,0.002879019062445231,
ALDD2y,0.03961797968564311,0.0814649049758376,0.02957217254592666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033782336755064875,0.0,0.08618441257371627,0.0331704970743794,0.02927863193115445,0.0768420341860526,0.0,0.08615391115994817,0.0,0.0,0.09521346186861694,0.0,0.07950171092308597,0.0062599808135053525,0.04499271214102994,0.0,0.0,0.0,0.025672974794195762,0.007944223261085698,0.004812736897726172,0.0514321421156165,0.0,0.05228035284998756,0.0,0.0,0.0,0.0,0.0,0.0056520412726684295,0.03238817315474997,0.0,0.0,0.004648172076349103,0.0,0.0,0.0,0.0,0.0020687940227999335,0.029843811168812295,,0.019171210415624963,
ALDSTRNte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALDSTRNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALKP,0.0,0.0,0.0,0.0,0.03786957979087483,0.003885608691466598,0.03401751260348502,0.0,0.004912917347961601,0.0,0.04061281790537877,0.0,0.0,0.02129728410658983,0.0,0.0,0.0,0.06448259297938408,0.0,0.026301534695273677,0.0,0.0,0.0,0.0,0.0,0.014444053494135798,0.0,0.008388841346283283,0.0,0.0,0.0,0.0,0.03512327883907239,0.0,0.06668489495691399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018089306469511623,0.004827631988111645,0.0,0.012070192459515783,0.023488446203884808,0.0,0.0,0.010603319446280454,,0.0087910144576178,
ALOX12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.247144105991475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0108238655554176e-05,0.0,,2.6731591418067485e-06,
ALOX15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005535476306930116,0.0,0.00024874673653650094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.6307584029717943e-05,
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALOX52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALPAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007228443015138648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001662934985231601,
ALR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ALR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2670264372844,0.0,0.0,0.0,0.0,0.0,0.0,575.243649549928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.03758657431393,335.61517807116866,0.1680917969572274,0.0,0.0,0.05346311398962293,0.0,189.8023297565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021931645701364154,0.0,0.005770833881573155,53.395098816624795,,47.58497344351761,
ALR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.2670264372844,0.0,0.0,0.0,0.0,0.0,0.0,575.243649549928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.03758657431393,335.61517807116866,0.1680917969572274,0.0,0.0,0.05346311398962293,0.0,189.8023297565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021931645701364154,0.0,0.005770833881573155,53.395098816624795,,47.58497344351761,
AM6SAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
AMACR2p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
AMANK,0.001914536189561682,0.0,0.0,0.0,0.0,0.0009807648933070087,0.0009894121848844685,0.002981193971542864,0.002652800089682784,0.0002972722260213718,0.0013200776329315388,0.0,0.0014703121808995424,0.0,0.00019211399854582247,0.007778372878176366,0.0027161104796465853,0.0030294918595281566,0.0017539080487555237,0.0,0.0028227605632213707,0.002737327060732791,0.0,5.1479012016338214e-05,0.0,0.00013042202546273036,0.002777372835411162,0.0016659736364184863,0.0,0.0,0.0,0.0001948213732192553,0.00021399638799255775,0.0004556328074793979,5.3550410799383734e-05,0.0023903743404350107,0.00430310543747023,7.875468810846619e-06,0.00080359643095487,0.0,0.0,0.0002385865031334397,0.0,0.00016836022706839696,0.011662583424240022,0.002296078475745036,0.006874724014732323,0.0,0.0,0.0014808374185533823,,0.0014763459867188301,
AMCOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
AMETEPMT,-0.003748153484822623,0.0,-0.0010619812689685625,-0.0008318434111425802,-0.024430669498267506,-0.0034108613779640752,-0.001509208839091903,-0.010611195693964404,-0.001365137678133244,-0.0015217047623927974,-0.17555296252468966,-5.209794161375928e-06,-0.004665393768687404,-0.004849661185177589,8.84177411477364e-05,-0.01679994855974741,-0.001378934483294605,-0.12145920884447677,-0.13333719032991406,-0.018750376367165582,-0.006377059716406696,-0.0012913768607572724,-0.006157749623869291,0.0,-0.003871911525756015,-0.0013340741727718582,-0.0010108410161434687,-0.0006767104811973896,-0.003396462112082743,0.001038215143477135,0.0,-0.0002030933500233304,-0.018597935527927965,-0.011811724531033825,0.008852770810655199,-0.017124047198669754,-0.023223804370445536,0.0,0.0011428243390675889,-1.665241460373014e-05,0.0,-4.53794771497161e-05,-0.08573533490447444,-7.255978867311149e-05,-0.022857201738062643,-0.00443774863045507,-0.007522646181420474,0.0,-0.0002840340421203182,-0.022404822471525074,,-0.015714495187507498,
AMETr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
AMETt2m,0.012595805410493025,0.0040702406142125004,0.003158983641822609,0.00539203287854995,0.07374086507983364,0.011468500668654192,0.00633335239402862,0.04054585884552336,0.010953693842539986,0.006243000364262556,0.5268209966830272,0.0,0.015002019208506998,0.016962050108671647,0.0,0.0502354705021539,0.006412445911620169,0.3661279614222453,0.4070774344082985,0.06125501840292406,0.023354958970989572,0.005939728481141215,0.02059601108501456,0.0,0.012634967555957709,0.004082368683211718,0.006475967219241608,0.0029233928343828006,0.011049597697377228,0.0,0.0,0.006005243337174789,0.06328055262990756,0.03929043177589951,0.0,0.05338137741821394,0.07409003394303516,0.0005423713473660553,0.0005049910054558916,4.9957243811190424e-05,0.034681108585659724,0.013616729805225351,0.2612678812253644,0.0014349641336170588,0.052533946796276446,0.01776142669225306,0.028118812119473115,0.0003712387060452754,0.0011144891678881374,0.0697608835997899,,0.050752996304277105,
AMETtd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
