Reaction,LIN10,LIN11,LIN12,LIN13,LIN16,LIN18,LIN19,LIN2,LIN21,LIN22,LIN23,LIN24,LIN25,LIN26,LIN27,LIN29,LIN3,LIN4,LIN5,LIN6,LIN7,LIN8,LIN9,LIT1,LIT10,LIT11,LIT13,LIT14,LIT16,LIT17,LIT18,LIT19,LIT2,LIT21,LIT22,LIT24,LIT25,LIT26,LIT28,LIT29,LIT3,LIT30,LIT4,LIT5,LIT6,LIT7,LIT8,LIT9,Normal_Random_Mean,Cancer_Random_Mean,Normal_All_Mean,Cancer_All_Mean
ARGHIStm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.877971781921325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2427788254389216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3587796336277074,,0.8135489313111698,
ARGLEUPHEr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGLEUPHEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGLYSASPr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGLYSASPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGLYSex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGLYStm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.14695106112092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.427864596761687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.053577050983953,,4.501984320763915,
ARGN,0.0008729888510699712,0.002823986012360462,0.0026416547762080573,3.186207436140454e-05,0.00140163395964196,0.0014762296909325533,0.004013465664373223,0.0,0.0005931110068690726,0.020305474196144452,0.0017350979901893124,0.0007344475340416938,0.0007000972382727287,0.0002730580967200111,0.008702893826717859,0.0012676482006755186,0.0012473344775852636,0.000934970790062594,4.2471337937913155e-07,0.004004637769134028,0.020251678591504185,0.0011182207693987572,0.0004654829357843837,0.028090291174176874,0.0011092036414467553,0.0005262651278417877,0.002874758713743815,0.0013491089844257086,0.0017149157061185842,0.0008577847873043623,0.0028445987589477057,0.0031889924434637135,0.002240462016310145,0.0009281553853842076,0.01036457732055194,0.01895129353045406,9.182998552495338e-05,0.0015796241512381123,0.009989195943632718,0.0010698943987736411,0.0005101310312022118,0.016933960486438727,0.002149100899637396,0.030193806167925035,0.0,0.0014235326241248917,1.3797457303813691e-05,0.0032633732864336563,0.004420459761828181,,0.004713906222359482,
ARGNm,0.0014503054500096047,0.0,0.0,0.0017521224886274962,0.0,0.0,0.005622277075035331,0.0,0.0,0.0,0.004505299321047007,0.0008185784731201895,0.0,0.0,0.0,0.00137062839302062,0.0,0.0009433349285111045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035393114632336985,0.0,0.0,0.0,0.0,0.0007847962384642909,0.0,0.0,0.0,0.0,0.0,0.0013079794034397047,0.0,0.0,0.0,0.0,0.03376577960066774,0.0,0.0,0.0007304692960912667,0.0,0.0,0.0,0.0006025864391755493,,0.0010592338602308823,
ARGORNtm,0.0014503054500096047,0.0,0.0,0.0,0.0,0.0,0.005622277075035331,0.0,0.0,0.0,0.004505299321047007,107.56121787881489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000395344226375681,0.00010405474037892629,0.0,0.0,0.0,0.0,0.00035393114632336985,0.0,0.0,13.009425828109388,0.0,0.0007847962384642909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03376577960066774,0.0,0.0,0.0007304692960912667,0.0,0.0,0.0,3.8261193166956646,,2.485761270202099,
ARGPHEARGr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGPHEARGt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGPROMETr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGPROMETt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGPROTHRr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGPROTHRt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGSERSERr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGSERSERt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05643295449563408,0.0011582367456199761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023982030107001207,,0.001214534272517111,
ARGt5r,0.002349298769793038,0.003024287908350791,0.00265394913297214,0.0,0.0,0.0,0.009659503235850223,0.00017262415894511165,0.0006112681948284441,0.0,0.00625111771386627,0.0,0.0,0.0003614524544935515,0.008718113238879294,0.0,0.001410957010583472,0.001889844155588522,0.00010919695724425221,0.004399981995509709,0.0,0.0012734032654542486,0.00048291016368568054,0.0,0.0,0.0,0.03581104749872952,0.0013668427723474215,0.0017855256110775363,0.0,0.016605962891518285,0.0033103986093228352,0.002248890268241816,0.000997355341775203,0.0,0.0,0.0014162550517592702,0.0015796241512381123,0.0,0.0010945027158341775,0.0,0.050711210536393755,0.0,0.030396648344858914,0.0,0.013080762652982678,0.0,0.0034332565547058077,0.0016561899717192079,,0.0042950274709056884,
ARGtm,0.0,0.0002003018959903292,0.0,0.0,0.0,0.0,0.0,0.00016295695383415797,0.0,0.0001261332844652975,0.0,211.30746890467307,0.000164701191395457,3.0532831064363504e-05,0.0,0.00137062839302062,0.00015824532980932723,0.0,0.00010509385272066268,0.0,0.0,0.00014376940966750437,0.0,0.0,0.0,0.0,0.0,0.0,158.4948810539071,0.0,0.0,0.0,0.0,6.919995639099082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018093883024966764,0.0,8.346945970737327,,8.377056087167553,
ARGTRAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGTRAHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGTRS,2.6004468713410387e-05,0.0,1.2294356764028843e-05,6.942386570231319e-06,2.7643160684348686e-06,6.484723321055476e-06,2.3760496441581138e-05,9.667205110970837e-06,1.8157187959423015e-05,1.2573868135485374e-05,1.072040262988845e-05,1.6792618270978035e-05,1.6439193078136683e-05,5.786152670921564e-05,1.5219412161463667e-05,5.472513431089026e-06,5.377203188970102e-06,1.1538437014833608e-05,3.6783911442105706e-06,0.0,1.2095877095796901e-05,1.1413086387988664e-05,1.7427227901357495e-05,6.716164656883775e-06,4.9033104173240126e-05,1.5038562871514417e-05,0.0,1.7733787921732102e-05,7.060990495894937e-05,2.32204315427922e-05,2.3186302960273955e-05,2.11822200591278e-05,8.428251931734966e-06,0.0,0.0,0.00015062108093820048,1.644566279461979e-05,0.0,1.8001332170250547e-05,2.46083170605401e-05,5.595572809999673e-06,1.1470449287349964e-05,8.46366256274944e-05,0.00020284217693387825,9.952918792243497e-05,0.00011776772810929052,2.260788445739267e-05,0.00016988326827215125,1.4460242940975504e-05,,3.31968382595069e-05,
ARGTRSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGTYRVALr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGTYRVALt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGVALCYSr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGVALCYSt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGVALTRPr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARGVALTRPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARS_hs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ARSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21367498729237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900793854366813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005487658606909671,0.00010614908591894114,0.0,0.0,0.0,0.0,0.0013518159550709712,0.0,0.0,2.018122449484672e-06,,5.006530357743055e-05,
ASAH1,0.0,0.0,0.0,0.001338319116933592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1522191885702904e-05,,2.7370947574213346e-05,
ASAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016845880471449807,0.0,0.0,0.0,0.0,0.0,0.0003903390373226692,0.0,0.0,0.0,0.0,0.0,,1.4138160685937315e-05,
ASCBOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASCBt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASCBt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.816869955747505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5403024466621964e-06,,-1.7402595594408002e-06,
ASCBt5,-9.163174475598283e-05,0.0,-9.848480759860873e-05,0.0,0.0,0.0,0.0,0.0,-5.5860797512799246e-05,0.0,-8.941023643949298e-05,0.0,-6.73047875734809e-05,-6.963693351785853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.342577228708459e-05,-6.21367498729237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005487658606909671,0.0,0.0,0.0,0.0,0.0,-0.0013518159550709712,-4.1163664116400076e-05,0.0,-2.018191222689792e-05,,-5.6023338910486496e-05,
ASCBtr,9.163174475598283e-05,0.0,9.848480759860873e-05,0.0,0.0,0.0,0.0,7.816869955747505e-05,5.5860797512799246e-05,0.0,8.941023643949298e-05,0.0,6.73047875734809e-05,6.963693351785853e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.342577228708459e-05,6.21367498729237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005487658606909671,0.0,0.0,0.0,0.0,0.0,0.0013518159550709712,4.1163664116400076e-05,0.0,2.3722214673560088e-05,,5.7763598469927365e-05,
ASN_Lte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.758069839605441,0.0,0.0,0.0,0.0,-571.022442908974,0.0,0.0,0.0,-293.56607621074556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.455400601219935,-112.76371038589167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-462.41353382861956,0.0,0.0,-36.36562070939748,-140.08902243483487,-310.2991830409851,0.0,0.0,0.0,-28.189605597896474,,-38.847794973687684,
Asn_X_Ser/Thrtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4503969271833996e-05,0.0,0.0,0.0,-0.019355312930515282,0.0,0.0,0.0,0.0,-5.30745429594705e-05,-0.0002148800967479528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00044166693443545985,
ASNALANaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNASNARGr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005780046474272948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004244703573418572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00021455856598749453,
ASNASNARGt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005780046474272948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004244703573418572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00021455856598749453,
ASNATB0tc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.594281963525036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743878971939171,,0.2871332339479985,
ASNCYSCYSr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNCYSCYSt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNCYSNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNGLNNaEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNMETPROr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNMETPROt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNN,0.047628331659817315,0.031124476794493375,0.03529608180834889,0.05238046992968563,0.0034322177922322585,0.004446529917508248,0.02794999734580075,0.020450569074425592,0.010230438906036775,0.04546131861468114,0.004226297514310734,0.04319082303509681,0.04145206473996642,0.011348195563903343,0.0,0.04512514287726782,0.04064987344830994,0.040666209789888226,0.003891519621765073,0.07160879081976991,0.01819274046717327,0.040589821987728404,0.003059074039195639,0.0027647796820657435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015323158123034934,0.00793420637068717,0.012445694106502052,0.0,0.0,0.003706764500262609,0.0052206016965997545,0.0,0.0,0.037875268882169175,0.0016380350351439493,0.0,0.0,0.0,0.0,0.015082987005895282,0.049515834870080995,0.02509794888817378,,0.015745216943573597,
ASNNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNPHEASPr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
