Reaction,BLN1,BLN10,BLN11,BLN12,BLN13,BLN14,BLN15,BLN16,BLN17,BLN18,BLN19,BLN2,BLN20,BLN21,BLN24,BLN25,BLN26,BLN27,BLN28,BLN29,BLN30,BLN5,BLN6,BLN7,BLN8,BLN9,BLT1,BLT10,BLT11,BLT12,BLT14,BLT16,BLT17,BLT18,BLT19,BLT20,BLT21,BLT24,BLT25,BLT26,BLT27,BLT28,BLT29,BLT3,BLT30,BLT4,BLT5,BLT6,BLT8,BLT9,Normal_Random_Mean,Cancer_Random_Mean,Normal_All_Mean,Cancer_All_Mean
ASNTRSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNTYRGLYr,0.0,0.0,0.0,0.0,-0.010179453279567706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01984308923437832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013143211144931275,,-0.0006418595438797709,
ASNTYRGLYt,0.0,0.0,0.0,0.0,-0.010179453279567706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01984308923437832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013143211144931275,,-0.0006418595438797709,
ASNTYRPHEr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNTYRPHEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNTYRTHRr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASNTYRTHRt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASP1DC,0.0,0.03418671246290479,0.0,0.019843304915058,0.0,0.028598835295212933,0.03253948084410128,0.03852184737516901,0.0,0.03197901580346544,0.06553587912741028,0.0,0.0,0.0,0.03697981069827484,0.058871757436070954,0.01849786844439735,0.029634803000634764,0.0,0.0,0.0,0.022620938854069687,0.024838179098096807,0.008308532453936169,0.0,0.06449191745140724,0.0,0.020027279707383633,0.029935416919869656,0.07927023711622369,0.0313008701356202,0.07904513162080055,0.017102087793895507,0.0,0.0,0.026159522834760775,0.012134934563511413,0.041338136270219976,0.021956684694817537,0.02080176943518903,0.0015010739408359152,0.033543444822295876,0.005143147322753744,0.0,0.0,0.0,0.02970347317271236,0.0,0.0,0.0,0.019212244735584236,,0.018384848951580574,
ASPALAARGr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPALAARGt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPASNGLUr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPASNGLUt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPCTr,4.784326797015169e-05,4.6526914817834734e-05,2.6333722580675206e-05,1.7328792295194988e-05,0.018098980457583038,2.1692873428112684e-05,0.002428891547314786,2.7219150613601582e-05,5.444641475199484e-05,2.754135187193164e-05,4.2282124747235084e-05,1.9748532848332194e-05,0.002308010710460615,1.518980510629714e-05,0.0004137979445472629,0.00016510181523402736,0.0003716839175280759,1.3548464888284887e-05,0.0014179017947294629,2.6339247836880016e-05,0.00038737315043201227,0.0008598582234689351,0.00898668360217294,9.538935425908522e-05,0.0006968180740298776,3.666244097345379e-05,0.00019871814286229393,3.103612074992304e-05,0.0005268112598208374,1.4198337066359026e-05,0.00010593101586458754,0.0002612491456901347,0.0002144965096402499,0.0001043755183035481,1.5635174359203997e-05,3.71368050163617e-05,0.00013921489060774147,1.674139256548329e-05,0.01992790827224087,0.0005215793913137548,8.838547247500645e-05,0.0010769790181498048,0.00015470500779049792,0.00015228405800346825,0.01938803248818846,1.8656626642814616e-05,2.6155178276126337e-05,0.0003573716817925561,0.00012746463077497038,3.138067169832285e-05,0.0015638990671160914,,0.0017609335655758556,
ASPDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.4309369490705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.909823149732599,
ASPDt6,87.91035634793502,0.0,210.8479602300691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.303162790361235,0.0,0.0,0.0,0.0,0.07152183249315319,0.0,0.0,0.0,0.0,0.0,0.0,14.928865936291615,0.0,117.34554172163229,0.0,275.2943891026186,0.0,125.91320611215373,447.891608652785,0.0,0.0,0.0,0.0,0.0,0.0,352.1048983680493,33.85045287365175,0.009156332104578113,12.688782966827294,,35.638087365837215,
ASPDTDe,87.91035634793502,0.0,210.8479602300691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.303162790361235,0.0,0.0,0.0,0.0,0.07152183249315319,0.0,0.0,0.0,0.0,0.0,0.0,14.928865936291615,0.0,117.34554172163229,0.0,275.2943891026186,0.0,125.91320611215373,447.891608652785,0.0,0.0,0.0,0.0,0.0,0.0,352.1048983680493,33.85045287365175,0.009156332104578113,12.688782966827294,,35.638087365837215,
ASPGLUm,0.0,0.0,0.0,0.0,0.0,-1.3263680653513935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.064259797813982e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10617706824076367,0.0,0.0,-0.11523321683683077,0.0,0.0,0.0,0.0,0.0,0.0,-2.5122551472411495e-06,,-0.004898379388760292,
ASPGLUPROr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPGLUPROt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPGLUr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPGLUt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPGLUTRPr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPGLUTRPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPHISCYSr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPHISCYSt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPHISPROr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPHISPROt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPLYSGLUr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPLYSGLUt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPLYSHISr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPLYSHISt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPMETASPr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPMETASPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPNATm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05375959797001948,0.0,0.0,0.0069008656886622045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006564809830291781,0.0,0.039323170778845284,0.0,0.0,0.0,0.0,,0.0020925676764360704,
ASPPROASCT1,0.0,0.0,0.0,0.0,0.0,0.02884827614840542,0.035074594951787115,0.03882830148126518,0.0007061224806480477,0.03213404285602373,0.0,0.0,0.002462995000569028,0.0002476791561897504,0.04115441062641965,0.025348724250783602,0.03161725018359323,0.03031019251333569,0.0,0.0,0.0037147514461427886,0.0,0.03407100934591798,0.0,0.02370154418344579,0.0424374561765664,0.0,0.07868566185565219,0.08358047455496542,0.07971279012119449,0.0,0.08888319350019301,0.024394316576775942,0.0,0.0015158410794394084,0.024383684242523934,0.014335569995559459,0.0,0.0,0.0,0.08323370984372178,0.04315582380903259,0.01623120867935472,0.0,0.012059639492676768,0.00021119239877060879,0.0,0.0,0.02311553391162415,0.0,0.013205382067578066,,0.0181683468519055,
ASPPROLYSr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPPROLYSt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPt2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPt6,133.9603778209239,0.0,0.00010974013296019421,0.020126158370641283,0.020207398755255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22871820255091,0.0,0.0,0.0,0.0,0.14672088530310093,0.0,0.0,0.0,0.0,0.0,0.0,72.82549991853618,0.0,0.005103948024397168,0.0,0.030093260678728587,0.0,0.030808041012927955,0.030766267471113228,0.0,0.0,0.00920150324208372,0.0,0.0,0.06917386839486438,0.015550451052819917,0.0015830434238791127,0.019816570391898578,8.934835331286257,,5.510265333511259,
ASPTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000219856504486366,0.0,0.0,0.0,0.0,0.0,0.010141006391673207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05375959797001948,0.057685966940504596,0.01885423482638474,-0.0069008656886622045,-0.11716427209403231,0.0,0.0,0.008211986805912352,0.0,0.0,0.0,0.0,0.0,0.0,-246.35031177877437,0.005418315833832512,0.0,-0.04374402080424332,0.0,0.0,0.0,0.0,0.0,0.0,0.0005968183647722965,,-4.911497850966689,
ASPTAm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052088334872255816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0012574112653475995,
ASPte,133.9601085167567,-0.03458718129224597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22871820255091,0.0,0.0,0.0,0.0,0.1456023240893642,0.0,0.0,0.0,0.06449219924180047,0.0,0.0,72.81614650036398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019639932256511904,8.931738467496904,,5.506490322430106,
ASPTRAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPTRAHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPTRS,0.00014667664842800792,0.00014264100711989776,8.07332427872181e-05,5.3126161380765196e-05,0.00030145686909304283,6.650544798074805e-05,7.035268641759402e-05,8.344776505637475e-05,0.00016692040434456424,8.443556130558455e-05,0.00012962743996107096,6.054453912665376e-05,4.725764305655045e-05,4.656851000766395e-05,0.001268610991842993,0.0005061648573669281,0.0011394989015308605,4.153653179374975e-05,6.66246374507534e-05,8.07501819741974e-05,0.0011875985443102353,0.0026361310105411273,7.334239208084022e-05,0.00029244220497583596,0.002136286754629115,0.00011239875939355336,0.0006092249215725601,9.5149732970746e-05,0.0016150842787936994,4.352889303976727e-05,0.0003247605573536272,3.298511143146491e-05,0.0006575978286679772,0.00031999175332794245,4.793391149670104e-05,0.00011385305235674623,0.0004268013961414916,5.1325326544494604e-05,0.00042895914090920875,0.0015990445521989985,0.0002709698860966307,3.644121847680683e-05,0.00047429059511392997,0.0004668685101300441,0.0008687469673650235,5.71970014391414e-05,8.018586629522165e-05,0.001095620820909154,0.00039077775470659206,9.620604832007524e-05,0.0003591110426653288,,0.00047047835878292755,
ASPTRSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPVALASNr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ASPVALASNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ATAn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ATAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ATHCCDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ATHCCHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ATP1ter,0.0,0.0,0.0,0.0,0.0,0.0001908043497209424,0.000440914542688283,0.0,0.0,0.0021014616172685806,0.0008461001609773392,0.000924964227932109,0.0,0.0003401980946190217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000690038842534543,0.0,0.0002768597731109017,0.004935555169370834,0.0,0.0035923855130342327,0.0,0.0,0.0,0.019852141244183674,0.0,0.0002960275601475187,0.0003057418681653619,0.0011668155539377994,0.00196003362606813,0.0,0.001675840875607952,0.0223036250587384,0.0,0.0,0.12945183376529534,0.0,0.00016429395011567167,0.00037558044438691564,0.02608536361232565,0.0,0.0,0.00020394720349301468,,0.005038040978659055,
ATPADPtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03115073382121672,0.0,-0.08142896684409541,0.0,0.0,0.0,-0.02172770322407261,0.0,0.0,0.0,-0.039632308935433146,-0.009030280063688709,-0.0016072147173190193,-0.18124317501646545,0.0,0.0,-0.006009294679724181,0.0,0.0,0.0,0.0,,-0.008471787546547961,
