Reaction,SN1,SN10,SN11,SN12,SN13,SN14,SN15,SN16,SN17,SN18,SN19,SN2,SN20,SN21,SN22,SN23,SN26,SN27,SN28,SN29,SN3,SN30,SN4,SN5,SN6,SN7,SN8,SN9,ST1,ST10,ST11,ST12,ST13,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST24,ST25,ST26,ST27,ST28,ST29,ST3,ST30,ST4,ST5,ST6,ST7,ST8,ST9,Normal_Random_Mean,Cancer_Random_Mean,Normal_All_Mean,Cancer_All_Mean
ACt2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028400867640479854,0.0,-0.10585945013503263,0.0,0.0,-0.07539038341916274,0.0,-0.065885838780634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011232454105136389,0.0,0.0,-0.007705024746006777,,-0.0037471656081733656,
ACt2n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTHRtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTHRte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTLMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTNMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTYRm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTYRtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACTYRte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ACYP,0.0,0.0,0.0,0.0,0.007170010340654376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004891143468671624,0.0,0.00022108640391047793,,0.0001858777101402287,
ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADAe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADCim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADEt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADHAPtx,0.0,0.0,0.0,0.0002965702991563319,0.0,0.0,0.0,0.0,0.0,0.0003067182808822224,0.0,0.0015167135693473584,0.0,0.0,0.0009751885595157407,0.0,0.00016444579166561697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006386506535187293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.676467901252543e-05,,5.6653682305769875e-05,
ADK1,0.022010752674059324,0.2645574413340825,0.10006283381017164,0.037926598732506756,0.026918392849801638,0.018265651934761283,0.019333998592573856,1.2468874943518953,0.0,0.034773312346068126,0.0,0.10760528426179133,0.034127500221502405,0.025829386537193976,0.07090988514298317,0.1985879127537051,0.029489038230611078,0.6242939484523613,0.0,0.020273711865166567,0.5567864329257443,0.3632910018779262,0.0,0.022093538672554904,0.0,0.022301194825100516,0.024932862777250705,0.028746619080313885,0.4436450109373377,0.018846542601763633,0.022411129566547013,0.025205131709708277,0.30844590747043016,0.18524319126784616,0.32016434806982597,0.019155646249427213,0.24937223324027571,0.02383494227798675,0.10157662290506969,0.02368477224011118,0.01568681823329686,0.19233295735408218,0.2506374443402246,0.07875818243101866,0.016730193732258352,0.02197122935325339,0.022222384926502563,0.025437005725333705,0.023667995275389164,0.3243215568200347,0.030788398070385362,0.0,0.7319424819825671,0.016172552421968252,0.21511505689174606,0.1548529451080786,,0.1523518958073934,
ADK1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003378705511730791,0.0,7.684872760446663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001072531457658231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.564916216350645e-06,
ADK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661987174569953,0.0,0.2872749717202728,0.0,0.0,0.0,0.0,0.01784254385571336,0.0,0.0,0.21441406217654982,0.0,0.0,0.1861419226057219,0.24438810390515947,0.0,0.2964162763329357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075074819103132,0.0,0.0,0.0,0.24263814652384053,0.36741076562276553,0.0,0.0,0.0,0.05747575825775512,,0.04717350368002084,
ADK3m,0.0,0.0006313808231277314,0.0,0.0,0.0,0.0,0.0,0.00020287860584122127,0.0,0.0,0.013650328676852976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027388766345267327,0.0,0.006835676499857014,0.0,0.0,0.0,0.0,0.0,0.2555770015539504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024490587692196007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009271600222108062,,0.006337334868888247,
ADKd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441566278282363,0.0,0.3342034115810218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422402196770546,0.0,0.0,0.27719915770770504,0.39222672466521585,0.0,0.4943709424615894,0.0,0.0,0.0,0.0,0.0,0.38844961451637827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37257637649128045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5249440758839402,0.0,0.0,0.0,0.4182892726099486,0.36831245812333074,0.0,0.0,0.0,0.09687724466612001,,0.09039261176858261,
ADMDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADNCYC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADNINSte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADNK1,0.0,0.0,0.0,0.010681382024739903,0.014299906220553977,0.0,0.0001359701602989928,0.0,0.0,0.014189766946620682,0.0,0.0,0.00016698374130680936,0.0,0.038679543085969964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032479908456656296,0.0,0.0,0.010126417058824487,0.008209071429839367,0.0,5.3348637293483297e-05,0.0,0.008371017191743489,0.03370527763514098,0.03308347923786506,0.0,0.0,0.0,0.004271877629510124,0.0,0.00255967829838688,0.0,0.0,0.0,0.036927000155887985,0.00193923051445883,0.0,0.0,0.0011915007569599967,0.0019108809627044264,0.0,0.0,0.0,0.0,0.0,0.0,0.002766476224702573,,0.0036983775262318685,
ADNK1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADNK3,0.0,0.0,0.007907652766532424,0.0,0.0,0.0,0.0,0.0,0.22865549989118328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20776640373326055,0.0,0.0,0.09072862812148369,0.09859881435814208,0.0,0.17293099544729754,0.0,0.0,0.0,0.0,0.0,0.042151099874503155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364046833894954,0.0,0.0,0.0,0.014295077879277552,0.0,0.06663030840698991,0.0,0.0,0.033562221667529306,,0.019968901066182036,
ADNK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07337712648992117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032202939176391642,,0.0015129613813773305,
ADNt,-554.0522097072809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-428.36500080917244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026101494617667212,0.0,0.0,0.0,0.0,-724.1961203799923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-590.2333635089798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002562437141297772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06663030840698991,0.0,0.0,-63.71645256757563,,-40.89813213913612,
ADNt4,554.0522097072809,0.0,0.0,0.0,0.0019201229179736784,0.0,0.0,0.003500620960955665,0.0,0.0,428.36500080917244,0.0,0.0,0.0,0.0,0.0,0.0,0.028537049101586897,0.0,0.0,0.003649515010316032,0.02863371651837087,0.0,724.1961203799923,0.01496814793183649,0.0,0.0011037062873047259,0.003983216518927913,0.0,0.0,0.013400819834916379,590.2333635089798,0.0,0.019407876334633842,0.025888291490869353,0.0,0.0,0.0,0.0,0.0,0.0,0.009704687085953463,0.0,0.003957821170402737,0.001862077524270771,0.0,0.0364046833894954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014804586057978643,63.72072760122469,,40.90439080993928,
ADNt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016985067691909196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011915007569599967,0.0019108809627044264,0.011511362837139289,0.0,0.0,0.0,0.0,0.0,0.0,,0.0006330315387869874,
ADNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPACDAc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPACTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPCOACROT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPCOAPTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPDGPDtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPGK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPOHc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPOHt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPRDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADPT,0.0,0.02094126954105845,0.0,0.0,0.0,0.0,0.0,0.003500620960955665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028537049101586897,0.0,0.0,0.049432454003089744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01795225824591925,0.0,0.0,0.0,0.0,0.0,0.025888291490869353,0.0,0.0,0.0,0.0,0.0,0.0,0.0120470198477064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05284023069222677,0.0,0.0,0.0,0.0,0.08553253125305357,0.004404438532457437,,0.006020856055764903,
ADPt4,0.032967177515634966,0.0,0.0,0.03602505609864379,0.0,-0.0055821089109109375,0.0,12.579090234992943,-491.817215619137,0.0,-0.03838397862053564,0.0,-501.87197796465887,-0.00757960171110296,-624.0583249788801,0.0,-861.4736222033682,2.3805490683521993,0.0,0.0,2.8284372493666616,-621.3214185272759,-256.33810631409045,0.0,0.0,0.0,-0.015224623411315029,-675.2614844816106,-557.6547818725693,-608.6928150208834,-644.5080452489361,-0.019870158524138964,0.0,-512.6420554638324,0.0,-710.3905459003494,0.0,-656.839033883889,-0.07242421624519882,0.0,0.0,-565.3645631490664,-0.017623856085133994,0.0,-692.0185700399114,0.0,0.0,-0.0008683106994941928,0.0,0.0,0.01589277278565065,-646.8234905144973,0.0,0.0,0.0,-120.37270063989767,,-174.67380767249898,
ADPtx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADRNLPVESSEC,0.0,0.0,0.0,0.0,0.0,0.0010257289293154903,0.0016274366438251877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006269323938290235,0.0,0.0,0.0,0.0,0.0,0.004040655575365978,0.0,0.0,0.0,0.0,0.0,0.0,0.0029285534444408435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024879844067269777,,0.00018648961508928424,
ADRNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
ADSK,0.0002263544726077458,0.029068239112541847,0.006150867468381678,0.007775111406059023,0.008394341953101132,0.0022548075517040992,0.0003414468018070775,0.17901225164329257,0.0,0.003087526092917642,0.01780919324752307,0.0024246127609236436,0.0017298180038957038,0.0025881443695525276,0.007174654120667188,0.0,0.0005547086294121791,0.10172115450761625,0.0,0.0011971578776912933,0.04442015087542611,0.13968132593396626,0.08386720978141352,0.0031266974901376556,0.08957947527028058,0.0019314905816425177,0.0007706697922708613,0.008251719755824068,0.03805815480028777,0.0007387508947671887,0.01724094480058998,0.004467251000698089,0.004222158842359728,0.02831379454641351,0.028335390826514376,0.007607668405488534,0.035830666301054616,0.007208439907009538,0.013591681277341738,0.0005840329145500974,0.0003591443066348383,0.047159331407638796,0.029455279199576582,0.00682648048096286,0.00364673269751838,0.0,0.02209222556539868,0.005861720208148143,0.0,0.06005012527394913,0.0,0.017588542537096817,0.0,0.005274188168759057,0.025954512100259185,0.029114435998798868,,0.02335882893505992,
ADSL1,2.173903946581119e-05,0.005074991384215249,4.126789753354101e-05,0.00011009597373286373,3.7021397602883035e-05,1.3197996115248226e-05,0.0021071933798332268,0.004096755086059306,0.00015402491197138112,0.0,0.004785682725532405,0.00030968921677599964,1.8163412632060714e-05,0.0006834032702986816,0.00016432200149734392,0.00024010203105215663,0.0001585715211110295,0.00020211743125320375,0.00014398082678306227,8.072948785022141e-06,0.002456041988278683,0.00021338078326867455,3.8307216021149256e-05,0.00043439399188338563,0.0001883863463469205,9.73732675404231e-06,0.00446166748272691,1.1813200845887478e-05,0.0010011754986123317,0.000991064969669537,0.0008263870054184486,0.0018569050194734843,0.0006209066281081758,0.0005270240638987555,0.0009706666635393111,0.00442583710501639,0.011574369222120776,0.0025211771386420027,0.003670417820212729,0.00026047360057946653,0.0014140020060212618,0.000452633393936514,0.020875564375970303,0.00024773439612923954,4.890423233197387e-06,0.0007091774379885326,0.00015071538641886785,0.00011750209149945852,0.00018191521566571656,0.0009668539174707315,0.00013626850180410398,0.00012825519124684984,0.0016881958005849642,0.002733311107237586,0.0017711971458185993,0.0009915061138591477,,0.001671121270505275,
