CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
CT11,CN26,ADK3,10FTHFtm,-0.00811381275559597,-0.0062993681270882,-0.00181444462850777
CT11,CN26,ADK3,11DOCRTSLtm,0,0,0
CT11,CN26,ADK3,11DOCRTSLtr,0,0,0
CT11,CN26,ADK3,11DOCRTSTRNtm,0,0,0
CT11,CN26,ADK3,11DOCRTSTRNtr,0,0,0
CT11,CN26,ADK3,12HPETATP,0,NaN,NaN
CT11,CN26,ADK3,15HPETATP,0,NaN,NaN
CT11,CN26,ADK3,1PPDCRp,0,NaN,NaN
CT11,CN26,ADK3,25HVITD3t,0,NaN,NaN
CT11,CN26,ADK3,2AMACSULT,0,NaN,NaN
CT11,CN26,ADK3,2AOBUTtm,0,NaN,NaN
CT11,CN26,ADK3,2HYOXPLCte,0,NaN,NaN
CT11,CN26,ADK3,2OXOADPTm,0,NaN,NaN
CT11,CN26,ADK3,34DHOXMANDte,0,NaN,NaN
CT11,CN26,ADK3,34DHOXPEGOX,0,0,0
CT11,CN26,ADK3,34DHOXPEGt,0,0,0
CT11,CN26,ADK3,34DHPHAMT,0.00347988514129243,0,0.00347988514129243
CT11,CN26,ADK3,34DHPLACOX,0.00347988514129243,0,0.00347988514129243
CT11,CN26,ADK3,34DHXMANDACOX,0,NaN,NaN
CT11,CN26,ADK3,34HPLFM,0,NaN,NaN
CT11,CN26,ADK3,35CGMPtn,0,NaN,NaN
CT11,CN26,ADK3,3DPHBH1,0,NaN,NaN
CT11,CN26,ADK3,3DSPHR,0.000366292673942281,0.000487833048722207,-0.000121540374779927
CT11,CN26,ADK3,3HAD100,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD100m,0,NaN,NaN
CT11,CN26,ADK3,3HAD120,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD120m,0,NaN,NaN
CT11,CN26,ADK3,3HAD121n5m,0,NaN,NaN
CT11,CN26,ADK3,3HAD122n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD140,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD140m,0,NaN,NaN
CT11,CN26,ADK3,3HAD141n5m,0,NaN,NaN
CT11,CN26,ADK3,3HAD141n7m,0,NaN,NaN
CT11,CN26,ADK3,3HAD142n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD160,0,NaN,NaN
CT11,CN26,ADK3,3HAD161n7m,0,NaN,NaN
CT11,CN26,ADK3,3HAD161n9m,0,NaN,NaN
CT11,CN26,ADK3,3HAD162n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD180,0,NaN,NaN
CT11,CN26,ADK3,3HAD180m,0,NaN,NaN
CT11,CN26,ADK3,3HAD181m,0,NaN,NaN
CT11,CN26,ADK3,3HAD181n9m,0,NaN,NaN
CT11,CN26,ADK3,3HAD183n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD200m,0,NaN,NaN
CT11,CN26,ADK3,3HAD204n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD224n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD241n9p,0,0,0
CT11,CN26,ADK3,3HAD244n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD245n6m,0,NaN,NaN
CT11,CN26,ADK3,3HAD40,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD60,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD60m,0,NaN,NaN
CT11,CN26,ADK3,3HAD80,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3HAD80m,0,NaN,NaN
CT11,CN26,ADK3,3HDH100m,0,NaN,NaN
CT11,CN26,ADK3,3HDH120m,0,NaN,NaN
CT11,CN26,ADK3,3HDH121n5m,0,NaN,NaN
CT11,CN26,ADK3,3HDH121n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH140m,0,NaN,NaN
CT11,CN26,ADK3,3HDH141n5m,0,NaN,NaN
CT11,CN26,ADK3,3HDH141n7m,0,NaN,NaN
CT11,CN26,ADK3,3HDH142n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH161n7m,0,NaN,NaN
CT11,CN26,ADK3,3HDH161n9m,0,NaN,NaN
CT11,CN26,ADK3,3HDH162n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH180m,0,NaN,NaN
CT11,CN26,ADK3,3HDH181m,0,NaN,NaN
CT11,CN26,ADK3,3HDH181n9m,0,NaN,NaN
CT11,CN26,ADK3,3HDH183n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH200m,0,NaN,NaN
CT11,CN26,ADK3,3HDH204n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH224n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH224n6p,0,NaN,NaN
CT11,CN26,ADK3,3HDH244n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH245n6m,0,NaN,NaN
CT11,CN26,ADK3,3HDH60m,0,NaN,NaN
CT11,CN26,ADK3,3HDH80m,0,NaN,NaN
CT11,CN26,ADK3,3HGLUTCOAm,0,NaN,NaN
CT11,CN26,ADK3,3HLYTCL,0.00347988514129243,0,0.00347988514129243
CT11,CN26,ADK3,3MHISt1,-0.0114278454387886,1000,-1000.01142784544
CT11,CN26,ADK3,3MHISt2,-0.0114278454387886,999.984780256125,-999.996208101564
CT11,CN26,ADK3,3OAR100,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAR120,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAR140,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAR160,0,NaN,NaN
CT11,CN26,ADK3,3OAR180,0,NaN,NaN
CT11,CN26,ADK3,3OAR40,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAR60,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAR80,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAS100,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAS120,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAS140,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAS160,0,NaN,NaN
CT11,CN26,ADK3,3OAS180,0,NaN,NaN
CT11,CN26,ADK3,3OAS60,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OAS80,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,3OHGLUTACm,0,NaN,NaN
CT11,CN26,ADK3,3OHGLUTACOAT3t,0,NaN,NaN
CT11,CN26,ADK3,3OHGLUTACtm,0,NaN,NaN
CT11,CN26,ADK3,41R2A1H12BOOX,0,NaN,NaN
CT11,CN26,ADK3,42A12BOOX,0.00347988514129243,0,0.00347988514129243
CT11,CN26,ADK3,4HBZCOAFm,0,NaN,NaN
CT11,CN26,ADK3,4HBZFm,0,NaN,NaN
CT11,CN26,ADK3,4HPRO_LTte,0,NaN,NaN
CT11,CN26,ADK3,4HPROLTASCT1,0,NaN,NaN
CT11,CN26,ADK3,4MPTNLte,0,0,0
CT11,CN26,ADK3,4MPTNLtm,0,0,0
CT11,CN26,ADK3,5AOPtm,0,0,0
CT11,CN26,ADK3,5HTRPDOX,0,NaN,NaN
CT11,CN26,ADK3,5HTRPVESSEC,0,0,0
CT11,CN26,ADK3,5MTHFt,1000,NaN,NaN
CT11,CN26,ADK3,5MTHFt2,-1000,NaN,NaN
CT11,CN26,ADK3,7DHCHSTEROLtr,0,NaN,NaN
CT11,CN26,ADK3,AACOAT,0,NaN,NaN
CT11,CN26,ADK3,AASAD3,0,NaN,NaN
CT11,CN26,ADK3,AATAi,0,NaN,NaN
CT11,CN26,ADK3,ABO2g,0,0,0
CT11,CN26,ADK3,ABUTt2r,1000,0,1000
CT11,CN26,ADK3,ABUTt4_2_r,-1000,NaN,NaN
CT11,CN26,ADK3,ACACLACte,-1000,NaN,NaN
CT11,CN26,ADK3,ACACPYRte,1000,NaN,NaN
CT11,CN26,ADK3,ACACPYRtm,0,NaN,NaN
CT11,CN26,ADK3,ACACT100m,0,NaN,NaN
CT11,CN26,ADK3,ACACT120m,0,NaN,NaN
CT11,CN26,ADK3,ACACT121n5m,0,NaN,NaN
CT11,CN26,ADK3,ACACT121n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT140m,0,NaN,NaN
CT11,CN26,ADK3,ACACT141n5m,0,NaN,NaN
CT11,CN26,ADK3,ACACT141n7m,0,NaN,NaN
CT11,CN26,ADK3,ACACT142n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT161n7m,0,NaN,NaN
CT11,CN26,ADK3,ACACT161n9m,0,NaN,NaN
CT11,CN26,ADK3,ACACT162n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT180m,0,NaN,NaN
CT11,CN26,ADK3,ACACT181m,0,NaN,NaN
CT11,CN26,ADK3,ACACT181n9m,0,NaN,NaN
CT11,CN26,ADK3,ACACT183n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT1r,0,NaN,NaN
CT11,CN26,ADK3,ACACT1rm,0.00256413250872356,0.00341494293502365,-0.000850810426300086
CT11,CN26,ADK3,ACACT200m,0,NaN,NaN
CT11,CN26,ADK3,ACACT204n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT224n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT224n6p,0,0,0
CT11,CN26,ADK3,ACACT244n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT245n6m,0,NaN,NaN
CT11,CN26,ADK3,ACACT60m,0,NaN,NaN
CT11,CN26,ADK3,ACACT80m,0,NaN,NaN
CT11,CN26,ADK3,ACCOAC,0.0812133719389728,0.110414312150101,-0.0292009402111279
CT11,CN26,ADK3,ACCOAL2,0,0.0912764202216089,-0.0912764202216089
CT11,CN26,ADK3,ACGAM2E,0,0,0
CT11,CN26,ADK3,ACGAM6PSi,0,0,0
CT11,CN26,ADK3,ACGAMPM,0,0,0
CT11,CN26,ADK3,ACGAMtly,0,0,0
CT11,CN26,ADK3,ACHe,0,0,0
CT11,CN26,ADK3,ACHtn,0.0947489339288268,0.0451561938979239,0.0495927400309029
CT11,CN26,ADK3,ACHVESSEC,0,0,0
CT11,CN26,ADK3,ACMAT1,0.0135355619898288,0.0157734731643001,-0.0022379111744713
CT11,CN26,ADK3,ACNACNGAL14ACGLCGALGLUSIDEte,0,NaN,NaN
CT11,CN26,ADK3,ACNACNGAL14ACGLCGALGLUSIDEtg,0,NaN,NaN
CT11,CN26,ADK3,ACNAM9PL,0,0,0
CT11,CN26,ADK3,ACNAMPH,0,0,0
CT11,CN26,ADK3,ACOAD100m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD101n6m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD121n5m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD140m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD141n5m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD141n7m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD142n6m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD161n7m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD161n9m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD163n6m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD180m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD181m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD181n9m,0,NaN,NaN
CT11,CN26,ADK3,ACOAD200m,0,NaN,NaN
