CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
CT15,CN4,ADK3,10FTHFtm,-0.000407502250368452,0.0745520852018444,-0.0749595874522129
CT15,CN4,ADK3,15HPETATP,0,NaN,NaN
CT15,CN4,ADK3,2AOBUTtm,0.000312485420522535,NaN,NaN
CT15,CN4,ADK3,2HYOXPLCte,0.0995008810371019,NaN,NaN
CT15,CN4,ADK3,34DHOXMANDte,0.0996928572674278,NaN,NaN
CT15,CN4,ADK3,34DHXMANDACOX,0.0996928572674779,NaN,NaN
CT15,CN4,ADK3,3DSPHR,3.36362361175001e-05,0.00704614042164074,-0.00701250418552324
CT15,CN4,ADK3,3HAD100,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HAD120,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HAD140,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HAD241n9p,0,NaN,NaN
CT15,CN4,ADK3,3HAD40,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HAD60,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HAD80,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3HDH241n9p,0,NaN,NaN
CT15,CN4,ADK3,3HLYTCL,0.0996928572674779,0,0.0996928572674779
CT15,CN4,ADK3,3MHISt1,1000,-0.02138779184952,1000.02138779185
CT15,CN4,ADK3,3MHISt2,0.100000000000023,-0.0144941006516319,0.114494100651655
CT15,CN4,ADK3,3MHISt3,999.9,-0.00689369119788807,999.906893691198
CT15,CN4,ADK3,3OAR100,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAR120,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAR140,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAR40,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAR60,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAR80,0.00124295513249791,0.0281845616865627,-0.0269416065540648
CT15,CN4,ADK3,3OAS100,0.00124295513249791,0.0281845616865627,-0.0269416065540648
