DoubleLethal,Counts in Normal,Counts in Cancer,Not SL in Normal,Not SL in Cancer
10FTHFtm;AACOAT_1,0,1,28,26
10FTHFtm;ACACT1rm,0,1,28,26
10FTHFtm;ACCOAL2,1,0,27,27
10FTHFtm;ACHtn,0,1,28,26
10FTHFtm;ACITLn,0,1,28,26
10FTHFtm;ACOAS,1,0,27,27
10FTHFtm;ADK1m,0,1,28,26
10FTHFtm;ADPtn,0,1,28,26
10FTHFtm;ALDD2y,1,0,27,27
10FTHFtm;ATPtn,0,1,28,26
10FTHFtm;CHATn,0,1,28,26
10FTHFtm;CHOLtn,0,1,28,26
10FTHFtm;CITtn,0,1,28,26
10FTHFtm;CO2t,0,1,28,26
10FTHFtm;CO2tm,1,0,27,27
10FTHFtm;COAtm,0,1,28,26
10FTHFtm;CSm,0,1,28,26
10FTHFtm;DHFRm,2,0,26,27
10FTHFtm;HCO3Ee,0,1,28,26
10FTHFtm;HCO3Em,1,0,27,27
10FTHFtm;HCO3tm,1,0,27,27
10FTHFtm;HMGCOAtm,0,1,28,26
10FTHFtm;HMGLm,0,1,28,26
10FTHFtm;ICITCITtm,0,1,28,26
10FTHFtm;ICITMALtm,0,1,28,26
10FTHFtm;MDHm,0,1,28,26
10FTHFtm;MTHFC,0,1,28,26
10FTHFtm;MTHFD2,0,1,28,26
10FTHFtm;NACDe,1,0,27,27
10FTHFtm;NACPRT,1,0,27,27
10FTHFtm;NCAMDe,1,0,27,27
10FTHFtm;NMNDA,1,0,27,27
10FTHFtm;NMNS,1,0,27,27
10FTHFtm;OAAtn,0,1,28,26
10FTHFtm;PItn,0,1,28,26
10FTHFtm;THFtm,0,1,28,26
10FTHFtm;THRA,1,0,27,27
12HPETATP;ALAt2r,1,0,27,27
25HVITD3t;ACONTa,1,0,27,27
25HVITD3t;ACONTb,1,0,27,27
25HVITD3t;ACONTbm,1,0,27,27
25HVITD3t;AKGACONtm,1,0,27,27
25HVITD3t;AKGICITtm,1,0,27,27
25HVITD3t;GLUPROASCT1,1,0,27,27
25HVITD3t;H2Oter,1,0,27,27
25HVITD3t;ICDHyrm,1,0,27,27
25HVITD3t;OXALSUCCCLm,1,0,27,27
25HVITD3t;PROGLUtm,1,0,27,27
25HVITD3t;PROtm,1,0,27,27
25HVITD3tm;ACONTa,1,0,27,27
25HVITD3tm;ACONTb,1,0,27,27
25HVITD3tm;ACONTbm,1,0,27,27
25HVITD3tm;AKGACONtm,1,0,27,27
25HVITD3tm;AKGICITtm,1,0,27,27
25HVITD3tm;GLUPROASCT1,1,0,27,27
25HVITD3tm;H2Oter,1,0,27,27
25HVITD3tm;ICDHyrm,1,0,27,27
25HVITD3tm;OXALSUCCCLm,1,0,27,27
25HVITD3tm;PROGLUtm,1,0,27,27
25HVITD3tm;PROtm,1,0,27,27
2AMACHYD;AACOAT_1,0,1,28,26
2AMACHYD;ACACT1rm,0,1,28,26
2AMACHYD;ACACt2m,0,1,28,26
2AMACHYD;ACHtn,0,1,28,26
2AMACHYD;ACITLn,0,1,28,26
2AMACHYD;ADK1m,0,1,28,26
2AMACHYD;ADPtn,0,1,28,26
2AMACHYD;AHCYStn,0,1,28,26
2AMACHYD;AMETtn,0,1,28,26
2AMACHYD;ASPDH,0,1,28,26
2AMACHYD;ASPTA,0,2,28,25
2AMACHYD;ATPtn,0,1,28,26
2AMACHYD;CHATn,0,1,28,26
2AMACHYD;CHOLtn,0,1,28,26
2AMACHYD;CITRt2m,0,1,28,26
2AMACHYD;CITRtm,0,1,28,26
2AMACHYD;CITtn,0,1,28,26
2AMACHYD;CO2t,0,1,28,26
2AMACHYD;CO2tm,0,1,28,26
2AMACHYD;CSm,0,1,28,26
