SingleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
CHOLtu,11,23,12,2,0.000901977272042804,0.0797101449275362,0.0089907436247876,0.706694292433339
DNDPt42m,0,8,23,17,0.00286624588165724,0,-Inf,Inf
DUMPtm,0,8,23,17,0.00286624588165724,0,-Inf,Inf
DUTPDPm,0,8,23,17,0.00286624588165724,0,-Inf,Inf
ENO,0,7,23,18,0.00652867117488592,0,-Inf,Inf
PSSA1_hs,0,7,23,18,0.00652867117488592,0,-Inf,Inf
CHOLK,14,23,9,2,0.0121756268375305,0.135265700483092,0.0150663261155315,1.2144174755596
34HPLFM,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
4HBZCOAFm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
4HBZFm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
AMETt2m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
COQ3m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
COQ5m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
COQ6m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
COQ7m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
COUCOAFm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
DECDPtm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
DHDPBMTm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
DPHMBDCm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
DPPS,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
FRDPtc,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
HBZOPT10m,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
NDP8,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
Q10H2e,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
T4HCINNMFM,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
TYRTAm,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
TYRtl,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
q10h2tc,2,10,21,15,0.0134166275656241,0.142857142857143,0.0161977449928646,1.25993854541458
ASPPROASCT1,0,6,23,19,0.0144317994392215,0,-Inf,Inf
DHFRx,0,6,23,19,0.0144317994392215,0,-Inf,Inf
DHFtm,0,6,23,19,0.0144317994392215,0,-Inf,Inf
LYSt4,0,6,23,19,0.0144317994392215,0,-Inf,Inf
UMPK5,0,6,23,19,0.0144317994392215,0,-Inf,Inf
ACACT1rm,1,8,22,17,0.0160509769372805,0.0965909090909091,0.00555439891475532,1.67971437813434
CYSt4,1,8,22,17,0.0160509769372805,0.0965909090909091,0.00555439891475532,1.67971437813434
TRPt,1,8,22,17,0.0160509769372805,0.0965909090909091,0.00555439891475532,1.67971437813434
AMETEPMT,16,24,7,1,0.0175414247957423,0.0952380952380952,0.00536526497677729,1.69055858822255
PEMET1,16,24,7,1,0.0175414247957423,0.0952380952380952,0.00536526497677729,1.69055858822255
PEMET2,16,24,7,1,0.0175414247957423,0.0952380952380952,0.00536526497677729,1.69055858822255
3DPHBH1,2,9,21,16,0.0263999232263856,0.169312169312169,0.018995728922902,1.50910822077646
PPCOACRNtm,2,9,21,16,0.0263999232263856,0.169312169312169,0.018995728922902,1.50910822077646
CYTK8,0,5,23,20,0.0310283687943262,0,-Inf,Inf
ALATA_L,1,7,22,18,0.0321656482274868,0.116883116883117,0.00660867390013423,2.06723212837524
DHPR,1,7,22,18,0.0321656482274868,0.116883116883117,0.00660867390013423,2.06723212837524
OBDHc,7,15,16,10,0.038289002041323,0.291666666666667,0.0606134365906963,1.40347502516467
ILEtec,4,11,19,14,0.0458275886100798,0.267942583732057,0.0462633193881832,1.55183910550414
VALtec,4,11,19,14,0.0458275886100798,0.267942583732057,0.0462633193881832,1.55183910550414
