DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
MI14PP;MI1PP,23,0,6,21,4.39657253186012e-09,Inf,-Inf,Inf
MI14PP;PIPLC,23,0,6,21,4.39657253186012e-09,Inf,-Inf,Inf
MI1PP;MI4PP,23,0,6,21,4.39657253186012e-09,Inf,-Inf,Inf
MI4PP;PIPLC,23,0,6,21,4.39657253186012e-09,Inf,-Inf,Inf
CHOLK;PSDm_hs,14,0,15,21,8.26988529285147e-05,Inf,-Inf,Inf
CHOLK;PSFLIPm,14,0,15,21,8.26988529285147e-05,Inf,-Inf,Inf
CHOLt4;CHOLtu,13,0,16,21,0.00019124109739719,Inf,-Inf,Inf
MI1PP;PIK4,13,0,16,21,0.00019124109739719,Inf,-Inf,Inf
PIK4;PIPLC,13,0,16,21,0.00019124109739719,Inf,-Inf,Inf
ACACT1rm;PPItm,15,1,14,20,0.000344578553868812,21.4285714285714,1.2931444761597,355.090774414505
AHC;CHOLK,12,0,17,21,0.000427480100064309,Inf,-Inf,Inf
CHOLK;METAT,12,0,17,21,0.000427480100064309,Inf,-Inf,Inf
AMETt2m;CEPTC,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
AMETt2m;CHLPCTD,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
CEPTC;PCFLOPm,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
CEPTC;PETOHMm_hs,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
CHLPCTD;PCFLOPm,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
CHLPCTD;PETOHMm_hs,16,2,13,19,0.000851680254535638,11.6923076923077,1.3717720061697,99.6594613075123
ACACT1rm;ACOAD1fm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
BETALDHxm;CHOLK,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
BHMT;CHOLK,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHLtm;CHOLK,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLD2m;CHOLK,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;DMGDHm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;DMGtm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;FALDtm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;FALDtx,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;GLYBtm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;SARCOXp,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;SARCStm,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
CHOLK;SARCStp,11,0,18,21,0.000926206883472664,Inf,-Inf,Inf
AMETEPMT;PE_HStm,19,4,10,17,0.00124148583249445,8.075,1.40354260865541,46.457887774755
AMETEPMT;PSDm_hs,19,4,10,17,0.00124148583249445,8.075,1.40354260865541,46.457887774755
AMETEPMT;PSFLIPm,19,4,10,17,0.00124148583249445,8.075,1.40354260865541,46.457887774755
PEMET1;PSDm_hs,19,4,10,17,0.00124148583249445,8.075,1.40354260865541,46.457887774755
PEMET1;PSFLIPm,19,4,10,17,0.00124148583249445,8.075,1.40354260865541,46.457887774755
