DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
TRDOXtm;TRDR,16,3,10,21,0.000383197445747982,11.2,1.67704352266158,74.7982973041261
TRDR;TRDRDtm,16,3,10,21,0.000383197445747982,11.2,1.67704352266158,74.7982973041261
TRDR;TRDRm,16,3,10,21,0.000383197445747982,11.2,1.67704352266158,74.7982973041261
MAL_Lte;PYRtm,8,0,18,24,0.00290992200937773,Inf,-Inf,Inf
AGPAT1;CRNtim,10,1,16,23,0.00361965908483571,14.375,0.849413685614394,243.274423875727
CRNtim;GPAM_hs,10,1,16,23,0.00361965908483571,14.375,0.849413685614394,243.274423875727
ASNATB0tc;ASNt4,22,11,4,13,0.00435253115042161,6.5,1.12587400442966,37.5264015633816
CYSATB0tc;CYSt4,20,9,6,15,0.00527190983108024,5.55555555555556,1.10191951157666,28.0094845463827
ILEATB0tc;ILEt4,24,14,2,10,0.00580736512512103,8.57142857142857,0.973630139127799,75.4592373454232
VALATB0tc;VALt4,24,14,2,10,0.00580736512512103,8.57142857142857,0.973630139127799,75.4592373454232
ACOD;MAL_Lte,7,0,19,24,0.0065856129685917,Inf,-Inf,Inf
ACONTam;MAL_Lte,7,0,19,24,0.0065856129685917,Inf,-Inf,Inf
CITMCOAHm;MAL_Lte,7,0,19,24,0.0065856129685917,Inf,-Inf,Inf
CITMCOALm;MAL_Lte,7,0,19,24,0.0065856129685917,Inf,-Inf,Inf
ITCOALm;MAL_Lte,7,0,19,24,0.0065856129685917,Inf,-Inf,Inf
SERATB0tc;SERt4,18,8,8,16,0.0116054206515212,4.5,0.943068867575535,21.4724509484225
PGI;TPI,6,0,20,24,0.0144883485309017,Inf,-Inf,Inf
CDS;CRNtim,8,1,18,23,0.0162124226236759,10.2222222222222,0.591418080486406,176.683518154457
TYRATB0tc;TYRt4,23,14,3,10,0.0168610377497206,5.47619047619048,0.813167772119954,36.8788129088514
METATB0tc;METt4,24,16,2,8,0.0267695666384003,6,0.665129490082382,54.1247990606177
ATPS4m;CAtm7,5,0,21,24,0.0310464611376465,Inf,-Inf,Inf
ATPS4m;NAtm,5,0,21,24,0.0310464611376465,Inf,-Inf,Inf
H2Otm;NADH2_u10m,5,0,21,24,0.0310464611376465,Inf,-Inf,Inf
PPItn;URIK4,5,0,21,24,0.0310464611376465,Inf,-Inf,Inf
MI1PP;MI4PP,22,14,4,10,0.0391924439304992,3.92857142857143,0.675867263921752,22.8353617540715
MI4PP;PIPLC,22,14,4,10,0.0391924439304992,3.92857142857143,0.675867263921752,22.8353617540715
DURIPP;THRA,8,2,18,22,0.0497931253939164,4.88888888888889,0.544546527456809,43.8919970338016
GLNATB0tc;GLNt4,8,2,18,22,0.0497931253939164,4.88888888888889,0.544546527456809,43.8919970338016
