DoubleLethal,Counts in Normal,Counts in Cancer,Not SL in Normal,Not SL in Cancer
10FTHFtm;GLUDym,1,0,22,25
10FTHFtm;GLUt2e,0,1,23,24
10FTHFtm;MTHFC,1,1,22,24
10FTHFtm;MTHFD,0,1,23,24
10FTHFtm;MTHFD2,1,0,22,25
12HPETATP;15HPETATP,0,1,23,24
12HPETATP;ALOX15,0,1,23,24
15HPETATP;ALOX12,0,1,23,24
15HPETATP;G6Pter,0,1,23,24
15HPETATP;Htr,0,1,23,24
15HPETATP;NADPHtru,1,0,22,25
15HPETATP;NADPtru,1,0,22,25
1a25DHVITD3TRn;25HVITD3tm,0,2,23,23
1a25DHVITD3TRn;ACOAD8m,0,1,23,24
1a25DHVITD3TRn;ARTFR12,0,1,23,24
1a25DHVITD3TRn;C161CPT1,0,1,23,24
1a25DHVITD3TRn;CACT4r,0,1,23,24
1a25DHVITD3TRn;CCA_D3t,0,2,23,23
1a25DHVITD3TRn;CCA_D3tm,0,2,23,23
1a25DHVITD3TRn;COAtr,0,1,23,24
1a25DHVITD3TRn;DESAT16_1,0,1,23,24
1a25DHVITD3TRn;DHRT_ivcoa,0,1,23,24
1a25DHVITD3TRn;DLD,0,1,23,24
1a25DHVITD3TRn;LEUTAm,0,1,23,24
1a25DHVITD3TRn;LEUt5m,0,1,23,24
1a25DHVITD3TRn;MCCCm,0,1,23,24
1a25DHVITD3TRn;MGCHrm,0,1,23,24
1a25DHVITD3TRn;MOD_3mhop,0,1,23,24
1a25DHVITD3TRn;NADHtru,0,1,23,24
1a25DHVITD3TRn;NADtru,0,1,23,24
1a25DHVITD3TRn;NH4t3r,0,1,23,24
1a25DHVITD3TRn;PLMCOAPTr,0,1,23,24
1a25DHVITD3TRn;PMTCOAFABP1tc,0,1,23,24
25HVITD3c;25HVITD3tm,0,2,23,23
25HVITD3c;ACOAD8m,0,1,23,24
25HVITD3c;ARTFR12,0,1,23,24
25HVITD3c;C161CPT1,0,1,23,24
25HVITD3c;CACT4r,0,1,23,24
25HVITD3c;CCA_D3t,0,2,23,23
25HVITD3c;CCA_D3tm,0,2,23,23
25HVITD3c;COAtr,0,1,23,24
25HVITD3c;DESAT16_1,0,1,23,24
25HVITD3c;DHRT_ivcoa,0,1,23,24
25HVITD3c;DLD,0,1,23,24
25HVITD3c;LEUTAm,0,1,23,24
25HVITD3c;LEUt5m,0,1,23,24
25HVITD3c;MCCCm,0,1,23,24
25HVITD3c;MGCHrm,0,1,23,24
25HVITD3c;MOD_3mhop,0,1,23,24
25HVITD3c;NADHtru,0,1,23,24
25HVITD3c;NADtru,0,1,23,24
25HVITD3c;NH4t3r,0,1,23,24
25HVITD3c;PLMCOAPTr,0,1,23,24
25HVITD3c;PMTCOAFABP1tc,0,1,23,24
25HVITD3t;3M2OPLOXRD,0,1,23,24
25HVITD3t;ACOAD10m,0,1,23,24
25HVITD3t;DHRT_2mbcoa,0,1,23,24
25HVITD3t;ILETAm,0,1,23,24
25HVITD3t;ILEt5m,0,1,23,24
25HVITD3t;TIGGLYc,0,1,23,24
25HVITD3t;TIGGLYte,0,1,23,24
25HVITD3t;TIGGLYtm,0,1,23,24
25HVITD3tm;AACOAT_1,0,1,23,24
25HVITD3tm;ACACPYRtm,0,1,23,24
25HVITD3tm;ACACtx,0,1,23,24
25HVITD3tm;ACOD,0,1,23,24
25HVITD3tm;ADK1m,0,1,23,24
25HVITD3tm;CITMCOAHm,0,1,23,24
25HVITD3tm;CITMCOALm,0,1,23,24
25HVITD3tm;COAtp,0,1,23,24
25HVITD3tm;CRNCARtp,0,1,23,24
25HVITD3tm;CSNATp,0,1,23,24
25HVITD3tm;GLUt2m,0,1,23,24
25HVITD3tm;HCO3_NAt,0,1,23,24
25HVITD3tm;HMGCOAtx,0,1,23,24
25HVITD3tm;HMGLx,0,1,23,24
25HVITD3tm;ICDHyrm,0,1,23,24
25HVITD3tm;ITCOALm,0,1,23,24
25HVITD3tm;NADH2_u10m,0,1,23,24
25HVITD3tm;OXALSUCCCLm,0,1,23,24
25HVITD3tm;PPAm,0,1,23,24
2AMACHYD;CAT,0,2,23,23
2AMACSULT;CAT,0,1,23,24
2AMACSULT;CYSGLTH,1,0,22,25
2AMACSULT;CYSRED,1,0,22,25
2AMACSULT;GTHP,1,0,22,25
2AOBUTtm;FE2tm,1,0,22,25
2AOBUTtm;FE3tm,1,0,22,25
2AOBUTtm;FECR,1,0,22,25
2AOBUTtm;FTMTm,1,0,22,25
2MCITt;ACOD,0,1,23,24
2MCITt;ACONTa,0,2,23,23
2MCITt;ACONTam,0,1,23,24
2MCITt;AKGACONtm,0,1,23,24
2MCITt;ASPGLUm,0,1,23,24
2MCITt;ASPTA,0,1,23,24
2MCITt;ASPTAm,0,1,23,24
2MCITt;CITMCOAHm,0,1,23,24
2MCITt;CITMCOALm,0,1,23,24
2MCITt;CITRt2m,0,2,23,23
2MCITt;CITRtm,0,2,23,23
2MCITt;CITt4_3,0,1,23,24
2MCITt;CO2tm,0,1,23,24
2MCITt;CSm,0,1,23,24
2MCITt;CYSGLYex,0,1,23,24
2MCITt;ENO,0,1,23,24
2MCITt;GAPD,0,1,23,24
2MCITt;HCO3tm,0,1,23,24
2MCITt;ICDHyrm,0,1,23,24
2MCITt;ITCOALm,0,1,23,24
