DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
MI14PP;MI1PP,23,7,0,18,6.57607002628648e-08,Inf,-Inf,Inf
MI14PP;PIPLC,23,7,0,18,6.57607002628648e-08,Inf,-Inf,Inf
MI1PP;MI4PP,23,7,0,18,6.57607002628648e-08,Inf,-Inf,Inf
MI4PP;PIPLC,23,7,0,18,6.57607002628648e-08,Inf,-Inf,Inf
DHFR;DHFRx,9,0,14,25,0.000487261799881729,Inf,-Inf,Inf
GLYC3Ptm;GLYC3Ptmc,9,0,14,25,0.000487261799881729,Inf,-Inf,Inf
CATm;O2tm,8,0,15,25,0.00129936479968461,Inf,-Inf,Inf
H2O2tm;O2tm,8,0,15,25,0.00129936479968461,Inf,-Inf,Inf
PGI;RU5Ptr,8,0,15,25,0.00129936479968461,Inf,-Inf,Inf
CO2tm;HCO3Em,10,1,13,24,0.00132566773085231,18.4615384615385,1.07491111596042,317.075893351739
MI1PP;PIK4,16,6,7,19,0.00179755345295249,7.23809523809524,1.35094421512675,38.7803005402569
PIK4;PIPLC,16,6,7,19,0.00179755345295249,7.23809523809524,1.35094421512675,38.7803005402569
ACNAM9PL;TPI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
ACNAMPH;TPI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
AMANK;TPI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
ATPS4m;CAtm7,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
ATPS4m;NAtm,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
CMPACNAtg;TPI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
CMPSAS;TPI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
FBA3;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
FBA3;TALA,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
FBA3;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
FBA3;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
G6PDH2rer;PGI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;PGI,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;RU5Ptr,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;TALA,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
GNDer;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPHtru;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPHtru;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPHtru;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPtru;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPtru;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
NADPtru;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PFK_3;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PFK_3;TALA,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PFK_3;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PFK_3;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGI;PGLer,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGLer;RPE,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGLer;RU5Ptr,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGLer;TALA,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGLer;TKT1,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
PGLer;TKT2,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
RU5Ptr;TALA,7,0,16,25,0.00332962229919181,Inf,-Inf,Inf
