DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
ASPPROASCT1;ASPt6,8,0,20,27,0.0025527192008879,Inf,-Inf,Inf
CO2tm;HCO3E,14,4,14,23,0.0057248562283022,5.75,1.04887489722836,31.5218717574109
ASPPROASCT1;HKt,7,0,21,27,0.00583478674488663,Inf,-Inf,Inf
MI1PP;PIK4,6,0,22,27,0.0129956613863384,Inf,-Inf,Inf
PIK4;PIPLC,6,0,22,27,0.0129956613863384,Inf,-Inf,Inf
HCO3E;HCO3Em,14,5,14,22,0.0142300177278055,4.4,0.883808615207296,21.9051949334745
Htr;UDPGD,9,2,19,25,0.0234018938767799,5.92105263157895,0.682267950126312,51.3857704431775
HCO3E;HCO3tm,13,5,15,22,0.0267042545937435,3.81333333333333,0.764809112686163,19.0132555560673
AHC;ARTFR52,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;FAE200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;FAE220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;FAE240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;FAE260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HACD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HACD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HACD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HACD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HEXCCOAtr,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HSD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HSD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HSD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;HSD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;RTOT5,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;TECR200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;TECR220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;TECR240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
AHC;TECR260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
ATP1ter;Htr,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;ARTFR52,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;FAE200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;FAE220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;FAE240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;FAE260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HACD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HACD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HACD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HACD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HEXCCOAtr,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HSD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HSD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HSD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;HSD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;RTOT5,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;TECR200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;TECR220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;TECR240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BETALDHxm;TECR260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;ARTFR52,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;FAE200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;FAE220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;FAE240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;FAE260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HACD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HACD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HACD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HACD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HEXCCOAtr,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HSD200,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HSD220,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HSD240,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;HSD260,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
BHMT;RTOT5,5,0,23,27,0.0282514377963879,Inf,-Inf,Inf
