DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
GLUDxm;TYRTA,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
HGNTOR;NADHtru,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
HGNTOR;NADtru,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
MACACIr;NADHtru,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
MACACIr;NADtru,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
NADHtru;TYRTA,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
NADtru;TYRTA,5,0,18,25,0.0196513002364066,Inf,-Inf,Inf
PIK4;PIPLC,16,9,7,16,0.0202816108656396,4.06349206349206,0.832228663522526,19.8406621566887
FTCD;SERt4,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
GHMT2r;SERt4,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
GluForTx;SERt4,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
HISD;SERt4,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
IZPN;SERt4,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
SERt4;URCN,12,5,11,20,0.0208134843427684,4.36363636363636,0.815109997301515,23.3604327969076
FAE180;FAE181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE180;HACD181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE180;HSD181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE180;OCTD11ECOAtr,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE180;TECR181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE181;HACD180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE181;HSD180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
FAE181;TECR180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
