DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
CYTK3;UDPGLCAtg,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
CYTK3;UDPGLDCg,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
CYTK3;UGALNACter,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
CYTK3;UGLCNACtg,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
RTOT4;RTOT5,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
SUCCt4_2;SUCCt4_3,8,1,18,22,0.0190108145211959,9.77777777777778,0.564404815070413,169.390720487878
3MHISt2;LEUt4,21,12,5,11,0.033573103159519,3.85,0.722563310098193,20.513773385457
4MPTNLte;FAE180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLte;HACD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLte;HSD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLte;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLtm;FAE180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLtm;HACD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLtm;HSD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
4MPTNLtm;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACCOAL2;ACONTa,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACCOAL2;ACONTam,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACCOAL2;ACONTb,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACCOAL2;AKGICITtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACHtn;THRA,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACOAS;ACONTa,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACOAS;ACONTam,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACOAS;ACONTb,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACOAS;AKGICITtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ADK1;ADK3,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ATPtn;THRA,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CBPSam;PPItm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CHATn;THRA,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CHOLt4;GTHDH,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CHOLt4;GTHP,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CHOLtn;THRA,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
CITRte;PPItm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;ARTFR52,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;FAE180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;FAE200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;FAE220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;FAE240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;FAE260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HACD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HACD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HACD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HACD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HACD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HEXCCOAtr,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HSD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HSD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HSD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HSD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;HSD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;RTOT5,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;TECR200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;TECR220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;TECR240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
COAtm;TECR260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;ARTFR52,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;FAE200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;FAE220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;FAE240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;FAE260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HACD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HACD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HACD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HACD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HEXCCOAtr,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HSD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HSD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HSD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;HSD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;TECR200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;TECR220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;TECR240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FADFADH2tm;TECR260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE180;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE180;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE180;P45011A1m,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE180;PRGNLONEtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE200;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE200;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE220;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE220;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE240;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE240;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE260;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FAE260;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
FBA;PGI,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD180;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD180;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD180;P45011A1m,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD180;PRGNLONEtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD200;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD200;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD220;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD220;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD240;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD240;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD260;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HACD260;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HEXCCOAtr;HMGCOASim,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HEXCCOAtr;HMGCOAtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;ARTFR52,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;HSD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;HSD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;HSD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;HSD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;HSD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;RTOT5,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;TECR200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;TECR220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;TECR240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOASim;TECR260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;ARTFR52,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;HSD180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;HSD200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;HSD220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;HSD240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;HSD260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;RTOT5,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;TECR200,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;TECR220,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;TECR240,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HMGCOAtm;TECR260,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HSD180;P45011A1m,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
HSD180;PRGNLONEtm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
OCBTm;PPItm,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
P45011A1m;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
PItn;THRA,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
PRGNLONEtm;TECR180,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
THRA;ACITLn,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
THRA;ADPtn,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
THRA;CITtn,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
THRA;OAAtn,5,0,21,23,0.0344960679307184,Inf,-Inf,Inf
ACCOAL2;OXALSUCCCLm,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
ACGAM6PSi;CYTK3,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
ACGAMPM;CYTK3,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
ACOAS;OXALSUCCCLm,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;GALU,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;GF6PTA,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;H2Otg,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;Htg,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;NDP7g,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;PGMT,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;PItg,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
CYTK3;UAGDP,7,1,19,22,0.0370121659087518,8.10526315789474,0.459829617420184,142.868767843405
