DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
COAtp;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
CSNATp;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
CSNATr;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
DESAT18_1;ARTFR33,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
DESAT18_1;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
FAE201;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
FAE221;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
FAE224;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
FAE241;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
FAE244;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HACD201;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HACD221;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HACD224;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HACD241;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HACD244;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HSD201;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HSD221;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HSD224;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HSD241;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
HSD244;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
NRVNCCOAtr;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
NRVNCCOAtxc;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TECR201;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TECR221;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TECR224;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TECR241;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TECR244;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
TTCTECOAtr;RTOT3,7,2,12,19,0.0448402948402948,5.54166666666667,0.570696845826844,53.8115282553397
