CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
CT30,CN17,ADK3,3HLYTCL,0.0969021008418196,0,0.0969021008418196
CT30,CN17,ADK3,ACACT1rm,0.00237490727351997,0,0.00237490727351997
CT30,CN17,ADK3,ADPT,0.0456611139135314,0,0.0456611139135314
CT30,CN17,ADK3,ALDD2x,0.0456611139135314,0,0.0456611139135314
CT30,CN17,ADK3,AMETt2m,0,0.0036402227057124,-0.0036402227057124
CT30,CN17,ADK3,CACT6r,0,-0.0123893177009222,0.0123893177009222
CT30,CN17,ADK3,CHOLATEt,0,-1000,1000
CT30,CN17,ADK3,COAtm,0.00237490727351997,0,0.00237490727351997
CT30,CN17,ADK3,CRNtim,0.00192253289651489,0,0.00192253289651489
CT30,CN17,ADK3,DASCBR,0.0936790207143364,0,0.0936790207143364
CT30,CN17,ADK3,DESAT16_1,0.0130060197201945,0,0.0130060197201945
CT30,CN17,ADK3,DHPR,0.0641856047603315,0,0.0641856047603315
CT30,CN17,ADK3,DOPABMO,0.0936790207143364,0,0.0936790207143364
CT30,CN17,ADK3,DRPA,0.0456611139135314,0,0.0456611139135314
CT30,CN17,ADK3,EX_lac_L(e),1.04272886805912,0,1.04272886805912
CT30,CN17,ADK3,EX_no(e),0.0930296783893709,0,0.0930296783893709
CT30,CN17,ADK3,EX_ser_L(e),0,-0.0155605156730167,0.0155605156730167
CT30,CN17,ADK3,FAE180,0,0.00247786354018571,-0.00247786354018571
CT30,CN17,ADK3,G6PPer,0.0303660361084319,0,0.0303660361084319
CT30,CN17,ADK3,G6Pt6er,0.0303660361083757,0,0.0303660361083757
CT30,CN17,ADK3,GLCter,-0.0303660361083757,0,-0.0303660361083757
CT30,CN17,ADK3,GLNt4,0,0.014611794600299,-0.014611794600299
CT30,CN17,ADK3,GLYC3Ptmc,-0.000961266448257447,0,-0.000961266448257447
CT30,CN17,ADK3,GLYt4,0,999.915899837669,-999.915899837669
CT30,CN17,ADK3,H2Otn,0,-0.0438258954944786,0.0438258954944786
CT30,CN17,ADK3,HACD180,0,0.00247786354020718,-0.00247786354020718
CT30,CN17,ADK3,HISt4,0,0.0027700157247313,-0.0027700157247313
CT30,CN17,ADK3,HMGCOASim,0.00237490727347798,0,0.00237490727347798
CT30,CN17,ADK3,HMGCOAtm,-0.00237490727351997,0,-0.00237490727351997
CT30,CN17,ADK3,HSD180,0,0.00247786354020718,-0.00247786354020718
CT30,CN17,ADK3,ILEt4,0,0.00626885609153652,-0.00626885609153652
CT30,CN17,ADK3,MALCOAMT,0,0.0123893177009222,-0.0123893177009222
CT30,CN17,ADK3,MALCOAMTr,0,-0.0123893177009222,0.0123893177009222
CT30,CN17,ADK3,METt4,0,0.00335311926428593,-0.00335311926428593
CT30,CN17,ADK3,NDPK1,0,0.00754015766804161,-0.00754015766804161
CT30,CN17,ADK3,NDPK3,0.00530160418845812,0,0.00530160418845812
CT30,CN17,ADK3,NH4tp,-0.0113645416222425,0,-0.0113645416222425
CT30,CN17,ADK3,O2tp,0.0227290832444851,0,0.0227290832444851
CT30,CN17,ADK3,PETOHMm_hs,0,0.00121340756855685,-0.00121340756855685
CT30,CN17,ADK3,PPAer,0,0.0127771111372118,-0.0127771111372118
CT30,CN17,ADK3,PPAPA,0.00418426896818849,0,0.00418426896818849
CT30,CN17,ADK3,PSDm_hs,0,0.00121340756855685,-0.00121340756855685
CT30,CN17,ADK3,PSFLIPm,0,0.00121340756855685,-0.00121340756855685
CT30,CN17,ADK3,SERt4,0,0.0155605156730167,-0.0155605156730167
CT30,CN17,ADK3,SO4HCOtex,0,1000,-1000
CT30,CN17,ADK3,TECR180,0,0.00247786354020718,-0.00247786354020718
CT30,CN17,ADK3,THBPT4ACAMDASE,0.0641856047603315,0,0.0641856047603315
CT30,CN17,ADK3,THRA,0,0.0931480403689089,-0.0931480403689089
CT30,CN17,ADK3,THRt4,0.0131914975940384,0,0.0131914975940384
CT30,CN17,ADK3,TYR3MO2,0.0641856047603315,0,0.0641856047603315
CT30,CN17,ADK3,VALt4,0,0.00772672450516181,-0.00772672450516181
CT30,CN17,ADK3,RTOT4,0.0130060197201945,0,0.0130060197201945
CT30,CN17,ADK3,EX_ac(e),0,0.0286998450973215,-0.0286998450973215
CT30,CN17,ADK3,EX_akg(e),0.0873660520978955,0,0.0873660520978955
CT30,CN17,ADK3,EX_pyr(e),0,1.1444201116377,-1.1444201116377
CT30,CN17,ADK3,EX_tsul(e),0,0.0989794921104623,-0.0989794921104623
