CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
CT30,CN28,ADK3,3HLYTCL,0.0969021008418196,0,0.0969021008418196
CT30,CN28,ADK3,41R2A1H12BOOX,0.0936790207143364,0,0.0936790207143364
CT30,CN28,ADK3,4HPROLTASCT1,0,0.019439621565012,-0.019439621565012
CT30,CN28,ADK3,ACGAMK,0,0.144155189153417,-0.144155189153417
CT30,CN28,ADK3,ACGAMPM,0,0.144155189153366,-0.144155189153366
CT30,CN28,ADK3,ACGAMtly,0,0.144155189153366,-0.144155189153366
CT30,CN28,ADK3,ACNAMlt,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,ADPT,0.0456611139135314,0,0.0456611139135314
CT30,CN28,ADK3,ADSK,0,0.100908632407392,-0.100908632407392
CT30,CN28,ADK3,AG13T1g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,AG13T2g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,AG13T3g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,AKGGHTRDtm,-0.00329908609251106,0,-0.00329908609251106
CT30,CN28,ADK3,ALDD2y,0,0.087978214767392,-0.087978214767392
CT30,CN28,ADK3,AMETEPMT,-0.00107436004248029,0,-0.00107436004248029
CT30,CN28,ADK3,ASCBt5,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,ASCBtr,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,BPNT,0,0.100908632407392,-0.100908632407392
CT30,CN28,ADK3,CACT6r,0,-0.0217370977936753,0.0217370977936753
CT30,CN28,ADK3,CHOLATEt,0,-1.37726847167505,1.37726847167505
CT30,CN28,ADK3,CHSTEROLt2,0.000395817878938942,0,0.000395817878938942
CT30,CN28,ADK3,CMPACNAtg,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,CMPSAS,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,CORE2GTg,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,DASCBR,0.0936790207143364,0,0.0936790207143364
CT30,CN28,ADK3,DESAT16_1,0.0130060197201945,0,0.0130060197201945
CT30,CN28,ADK3,DHFRx,0.000253990091323431,0,0.000253990091323431
CT30,CN28,ADK3,DLD,0.0113645416222425,0,0.0113645416222425
CT30,CN28,ADK3,DOPABMO,0.0936790207143364,0,0.0936790207143364
CT30,CN28,ADK3,EX_ascb_L(e),0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,EX_asp_L(e),-0.0156950670895302,0,-0.0156950670895302
CT30,CN28,ADK3,EX_lac_L(e),1.04272886805912,0,1.04272886805912
CT30,CN28,ADK3,EX_no(e),0.0930296783893709,0,0.0930296783893709
CT30,CN28,ADK3,EX_ser_L(e),0,-0.1,0.1
CT30,CN28,ADK3,EX_so4(e),0,-0.0144155189153707,0.0144155189153707
CT30,CN28,ADK3,FAE180,0,0.00434741955872834,-0.00434741955872834
CT30,CN28,ADK3,FE2tm,0,1.74617867179122,-1.74617867179122
CT30,CN28,ADK3,G14T2g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,G14T3g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,G14T4g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,G14T5g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,G6Pt6er,0.0303660361083757,0,0.0303660361083757
CT30,CN28,ADK3,GALASE16ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GALASE17ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GALASE18ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GALASE19ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GALM2,0,0.144155189153366,-0.144155189153366
CT30,CN28,ADK3,GALNTg,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GALt2_2,0,-1000,1000
CT30,CN28,ADK3,GALtly,0,0.144155189153417,-0.144155189153417
CT30,CN28,ADK3,GALU,0,0.172986226984108,-0.172986226984108
CT30,CN28,ADK3,GCHOLAt,-1000,0,-1000
CT30,CN28,ADK3,GLACter,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,GLCURter,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GLCURtly,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,GLNt4,0,1000,-1000
CT30,CN28,ADK3,GLRASE,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,GLYt4,0,0.0365250585537719,-0.0365250585537719
CT30,CN28,ADK3,GULLACter,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,GULOer,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,H2O2ter,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,H2O2tp,-0.0227290832444851,0,-0.0227290832444851
CT30,CN28,ADK3,H2Otg,0,0.288310378306846,-0.288310378306846
CT30,CN28,ADK3,H2Otly,0,0.432465567460213,-0.432465567460213
CT30,CN28,ADK3,HACD180,0,0.00434741955871232,-0.00434741955871232
CT30,CN28,ADK3,HAS1,0,0.0144155189153417,-0.0144155189153417
CT30,CN28,ADK3,HAS2,0,0.0144155189153417,-0.0144155189153417
CT30,CN28,ADK3,HAtly,0,0.0144155189153417,-0.0144155189153417
CT30,CN28,ADK3,HSD180,0,0.00434741955871232,-0.00434741955871232
CT30,CN28,ADK3,Htg,0,0.691944907936431,-0.691944907936431
CT30,CN28,ADK3,HYAL,0,0.0144155189153417,-0.0144155189153417
CT30,CN28,ADK3,ILEt4,0,0.0971864970311738,-0.0971864970311738
CT30,CN28,ADK3,KSII_CORE2t,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,KSII_CORE2tly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,LEUt4,0.025945172225695,0,0.025945172225695
CT30,CN28,ADK3,MALCOAMT,0,0.0217370977936753,-0.0217370977936753
CT30,CN28,ADK3,MALCOAMTr,0,-0.0217370977936753,0.0217370977936753
CT30,CN28,ADK3,METt4,0,0.0058830585445447,-0.0058830585445447
CT30,CN28,ADK3,N3Tg,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NACHEX23ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NACHEX24ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NACHEX25ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NAGA2ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NAGLCAly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,NDP7g,0,0.288310378306833,-0.288310378306833
CT30,CN28,ADK3,NH4tp,-0.0113645416222425,0,-0.0113645416222425
CT30,CN28,ADK3,O2tp,0.0227290832444851,0,0.0227290832444851
CT30,CN28,ADK3,PAPStg,0,0.0864931134919971,-0.0864931134919971
CT30,CN28,ADK3,PAPtg,0,0.08649311349205,-0.08649311349205
CT30,CN28,ADK3,PE_HStm,0,-0.00212892748561444,0.00212892748561444
CT30,CN28,ADK3,PEMET1,-0.00107436004248029,0,-0.00107436004248029
CT30,CN28,ADK3,PEMET2,-0.00107436004248029,0,-0.00107436004248029
CT30,CN28,ADK3,PFK,0,0.965327348776458,-0.965327348776458
CT30,CN28,ADK3,PGMT,0,-0.172986226984108,0.172986226984108
CT30,CN28,ADK3,PIGTHRDLtm,0.00329908609251106,0,0.00329908609251106
CT30,CN28,ADK3,PItg,0,0.288310378306833,-0.288310378306833
CT30,CN28,ADK3,PSDm_hs,0,0.00212892748559416,-0.00212892748559416
CT30,CN28,ADK3,PSFLIPm,0,0.00212892748559416,-0.00212892748559416
CT30,CN28,ADK3,PSSA2_hs,0.000113093594222846,0,0.000113093594222846
CT30,CN28,ADK3,S23T2g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,S6T1g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,S6T2g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,S6T3g,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,S6TASE22ly,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,S6TASE23ly,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,S6TASE24ly,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,SADT,0,0.100908632407392,-0.100908632407392
CT30,CN28,ADK3,Ser/Thrtg,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,SERt4,0,0.1,-0.1
CT30,CN28,ADK3,SIAASE3ly,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,SO4HCOtex,0,1000,-1000
CT30,CN28,ADK3,SO4tl,0,0.0864931134919971,-0.0864931134919971
CT30,CN28,ADK3,TECR180,0,0.00434741955871232,-0.00434741955871232
CT30,CN28,ADK3,THBPT4ACAMDASE,0.0641856047603315,0,0.0641856047603315
CT30,CN28,ADK3,THRA,0,0.087978214767392,-0.087978214767392
CT30,CN28,ADK3,TYR3MO2,0.0641856047603315,0,0.0641856047603315
CT30,CN28,ADK3,UAGDP,0,0.144155189153417,-0.144155189153417
CT30,CN28,ADK3,UDPACGALtl,0,-0.0288310378306278,0.0288310378306278
CT30,CN28,ADK3,UDPGALtg,0,0.144155189153366,-0.144155189153366
CT30,CN28,ADK3,UDPGCURtr,0,-1000,1000
CT30,CN28,ADK3,UDPGD,0,0.0288310378306833,-0.0288310378306833
CT30,CN28,ADK3,UDPGLCAter,0,-1000,1000
CT30,CN28,ADK3,UDPtl,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,UGALNACtg,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,UGLCNACtg,0,0.115324151322739,-0.115324151322739
CT30,CN28,ADK3,UROLACer,0,0.0288310378306278,-0.0288310378306278
CT30,CN28,ADK3,VALt4,0,0.0194392371016383,-0.0194392371016383
CT30,CN28,ADK3,Zn2t,0,-1000,1000
CT30,CN28,ADK3,ZN2te,0,1000,-1000
CT30,CN28,ADK3,EX_akg(e),0.0873660520978955,0,0.0873660520978955
CT30,CN28,ADK3,EX_i(e),0,-0.0216232783729993,0.0216232783729993
CT30,CN28,ADK3,EX_pyr(e),0,1.91697737458677,-1.91697737458677
