CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
PT12,PN25,GND,3HLYTCL,0.0239855146588768,0,0.0239855146588768
PT12,PN25,GND,4HOXPACDOX,0,0.0995498347284123,-0.0995498347284123
PT12,PN25,GND,4MPTNLte,0,2.49795594982061e-05,-2.49795594982061e-05
PT12,PN25,GND,4MPTNLtm,0,-2.49795594982061e-05,2.49795594982061e-05
PT12,PN25,GND,AACTOOR,0,0.0839185924165507,-0.0839185924165507
PT12,PN25,GND,AACTtm,0,0.0839185924165507,-0.0839185924165507
PT12,PN25,GND,ACGAM6PSi,0,0.00096267480350303,-0.00096267480350303
PT12,PN25,GND,ACGAMPM,0,0.000962674803531627,-0.000962674803531627
PT12,PN25,GND,ACNAM9PL,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,ACNAMPH,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,ADSK,0,0.00032998830034386,-0.00032998830034386
PT12,PN25,GND,AHC,0.000265453647216418,0,0.000265453647216418
PT12,PN25,GND,AKGDa1,0,0.0419327353126044,-0.0419327353126044
PT12,PN25,GND,AKGDa2,0,0.0419327353125709,-0.0419327353125709
PT12,PN25,GND,AKGDb,0,-0.0419327353125709,0.0419327353125709
PT12,PN25,GND,AKGt4_3,-0.00489654793682348,0,-0.00489654793682348
PT12,PN25,GND,ALABte,0,0.0986816024604877,-0.0986816024604877
PT12,PN25,GND,ALAt4,0.00105403309829385,0,0.00105403309829385
PT12,PN25,GND,AMANK,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,AOBUTDsm,0,0.0839185924165507,-0.0839185924165507
PT12,PN25,GND,ASP1DC,0,0.0986816024605359,-0.0986816024605359
PT12,PN25,GND,ASPt6,0.0016863225212662,0,0.0016863225212662
PT12,PN25,GND,ATPS4m,0.000359639311750492,0,0.000359639311750492
PT12,PN25,GND,BDMT,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,BILDGLCURt5e,1000,0,1000
PT12,PN25,GND,BILGLCURt,-1000,0,-1000
PT12,PN25,GND,BPNT,0,0.00032998830034386,-0.00032998830034386
PT12,PN25,GND,CHLPCTD,0,0.0005012095644549,-0.0005012095644549
PT12,PN25,GND,CMPACNAtg,0,2.74990250090923e-05,-2.74990250090923e-05
PT12,PN25,GND,CMPSAS,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,D_LACt2,0,-0.0839185924165804,0.0839185924165804
PT12,PN25,GND,DM_n5m2masn[g],0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,DOLASNTer,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLDPPer,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLGLCP_ter,0,0.000294721951378491,-0.000294721951378491
PT12,PN25,GND,DOLMANP_ter,0,0.000392962601836189,-0.000392962601836189
PT12,PN25,GND,DOLP_ter,0,0.000785925203672377,-0.000785925203672377
PT12,PN25,GND,DOLPGT1er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPGT2er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPGT3er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPMT,0,0.000392962601837988,-0.000392962601837988
PT12,PN25,GND,DOLPMT1er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPMT2_er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPMT3er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,DOLPMT4_er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,ENO,0,0.000654110390541973,-0.000654110390541973
PT12,PN25,GND,EX_4hphac(e),0,0.0995498347284123,-0.0995498347284123
PT12,PN25,GND,EX_4mptnl(e),0,2.4979559549785e-05,-2.4979559549785e-05
PT12,PN25,GND,EX_ala_B(e),0,0.0986816024605359,-0.0986816024605359
PT12,PN25,GND,EX_lac_D(e),0,0.0839185924165507,-0.0839185924165507
PT12,PN25,GND,EX_pyr(e),0.00916338032831874,0,0.00916338032831874
PT12,PN25,GND,EX_so4(e),0,-0.000329988300336481,0.000329988300336481
PT12,PN25,GND,G12MT1,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,G12MT2,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,G13MT,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,G14Tg,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,G16MT,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,GALU,0,0.000679708301731807,-0.000679708301731807
PT12,PN25,GND,GAPD,0,0.000654110390541973,-0.000654110390541973
PT12,PN25,GND,GDPFUCtg,0,2.74990250090923e-05,-2.74990250090923e-05
PT12,PN25,GND,GDPtg,0,-2.74990250090923e-05,2.74990250090923e-05
PT12,PN25,GND,GF6PTA,0,0.00096267480350303,-0.00096267480350303
PT12,PN25,GND,GFUCSx,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,GLCMter,0,0.000294721951378491,-0.000294721951378491
PT12,PN25,GND,GLCNACPT,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,GLCNACT,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,GLUt2m,0.0100405844926085,0,0.0100405844926085
PT12,PN25,GND,GLUt6,0.00979777012831487,0,0.00979777012831487
PT12,PN25,GND,GMAND,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,GMPtg,0,2.74990250090923e-05,-2.74990250090923e-05
PT12,PN25,GND,H2Otg,0,0.00158738505524525,-0.00158738505524525
PT12,PN25,GND,H2Otn,0,-499.931947095945,499.931947095945
PT12,PN25,GND,HISt4,0.000263513486057643,0,0.000263513486057643
PT12,PN25,GND,HOM_Lte,-999.960182222138,0,-999.960182222138
PT12,PN25,GND,HOMt4,999.960182222138,0,999.960182222138
PT12,PN25,GND,HPACtr,0,0.0995498347284638,-0.0995498347284638
PT12,PN25,GND,Htg,0,0.00260484898126379,-0.00260484898126379
PT12,PN25,GND,L_LACt2r,-0.00916338032834574,0,-0.00916338032834574
PT12,PN25,GND,LALDD,0,-0.0839185924165804,0.0839185924165804
PT12,PN25,GND,LCADi_D,0,0.0839185924165507,-0.0839185924165507
PT12,PN25,GND,M1316Mg,0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,M13N2Tg,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,M13N4Tg,0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,M16N4Tg,0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,M16N6Tg,0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,M16NT1g,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,M16NTg,0,7.07416254308421e-05,-7.07416254308421e-05
PT12,PN25,GND,M4MPDOL_ter,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,MAN1PT2,0,0.000911664879164129,-0.000911664879164129
PT12,PN25,GND,MAN6PI,0,-0.000322220976386234,0.000322220976386234
PT12,PN25,GND,MANtg,0,0.000491203252297485,-0.000491203252297485
PT12,PN25,GND,METAT,0.000265453647167937,0,0.000265453647167937
PT12,PN25,GND,MG1er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,MG2er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,MG3er,0,9.82406504594971e-05,-9.82406504594971e-05
PT12,PN25,GND,NCKt,0.011484092649539,0,0.011484092649539
PT12,PN25,GND,NDP7g,0,0.00112368082795655,-0.00112368082795655
PT12,PN25,GND,NH4tm,-0.0198336803663324,0,-0.0198336803663324
PT12,PN25,GND,P45011A1m,0,2.4979559549785e-05,-2.4979559549785e-05
PT12,PN25,GND,PAPStg,0,0.000329988300336481,-0.000329988300336481
PT12,PN25,GND,PAPtg,0,0.00032998830034386,-0.00032998830034386
PT12,PN25,GND,PGK,0,-0.000654110390541973,0.000654110390541973
PT12,PN25,GND,PGM,0,-0.000654110390541973,0.000654110390541973
PT12,PN25,GND,PGMT,0,-0.000679708301731807,0.000679708301731807
PT12,PN25,GND,PHEt4,0.000540889520033041,0,0.000540889520033041
PT12,PN25,GND,PItg,0,0.00112368082795655,-0.00112368082795655
PT12,PN25,GND,PMANM,0,-0.000911664879140517,0.000911664879140517
PT12,PN25,GND,PMTCOAFABP1tc,0.00489654793682348,0,0.00489654793682348
PT12,PN25,GND,PPAer,0.0189593848057937,0,0.0189593848057937
PT12,PN25,GND,PRGNLONEtm,0,-2.49795594982061e-05,2.49795594982061e-05
PT12,PN25,GND,SADT,0,0.00032998830034386,-0.00032998830034386
PT12,PN25,GND,SK_Asn_X_Ser/Thr[r],0,-9.82406504590472e-05,9.82406504590472e-05
PT12,PN25,GND,TYRCBOX,0,0.0995498347284123,-0.0995498347284123
PT12,PN25,GND,TYRDOPO,0.0119927573294384,0,0.0119927573294384
PT12,PN25,GND,TYROXDAc,0,0.0995498347284123,-0.0995498347284123
PT12,PN25,GND,UAG2EMAi,0,2.7499025028655e-05,-2.7499025028655e-05
PT12,PN25,GND,UAGDP,0,0.00096267480350303,-0.00096267480350303
PT12,PN25,GND,UDPDOLPT,0,0.000294721951378491,-0.000294721951378491
PT12,PN25,GND,UDPG4E,0,0.000384986350354666,-0.000384986350354666
PT12,PN25,GND,UDPGALtg,0,0.000384986350354666,-0.000384986350354666
PT12,PN25,GND,UGLCNACtg,0,0.00073869447760444,-0.00073869447760444
PT12,PN25,GND,DNAdeg,0,499.931947095945,-499.931947095945
PT12,PN25,GND,H3K4MET_2,0.0006117505171218,0,0.0006117505171218
PT12,PN25,GND,H3K4MET_3,0,0.000468355703931244,-0.000468355703931244
PT12,PN25,GND,H3K4DMET_2,0.0006117505171218,0,0.0006117505171218
PT12,PN25,GND,H3K4DMET_3,0,0.000468355703931244,-0.000468355703931244
PT12,PN25,GND,EX_succ(e),0,0.0419327353126044,-0.0419327353126044
