CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
LIT7,LIN24,CYOR_u10m,10FTHFtm,-0.0042185332340523,NaN,NaN
LIT7,LIN24,CYOR_u10m,25HVITD3t,0,0,0
LIT7,LIN24,CYOR_u10m,2AOBUTtm,0.0691764457069439,NaN,NaN
LIT7,LIN24,CYOR_u10m,2HBACACte,-1000,-1000,0
LIT7,LIN24,CYOR_u10m,2HBACte,999.10427594591,1000,-0.895724054089669
LIT7,LIN24,CYOR_u10m,2HBBUTte,-1000,-1000,0
LIT7,LIN24,CYOR_u10m,2HBFORte,1000,1000,0
LIT7,LIN24,CYOR_u10m,2HBLACte,-1000,-1000,0
LIT7,LIN24,CYOR_u10m,2HBPPAte,0.895724054089669,0,0.895724054089669
LIT7,LIN24,CYOR_u10m,2HBPYRte,1000,1000,0
LIT7,LIN24,CYOR_u10m,2HBRETNte,-1000,-1000,0
LIT7,LIN24,CYOR_u10m,2HYOXPLCte,0,0,0
LIT7,LIN24,CYOR_u10m,2OXOADPTm,0,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHMORx,-1000,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHMORy,1000,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHOXMANDte,0,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHOXPEGOX,0,0,0
LIT7,LIN24,CYOR_u10m,34DHOXPEGt,0,0,0
LIT7,LIN24,CYOR_u10m,34DHPHAMT,0,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHPLACOXy,0,NaN,NaN
LIT7,LIN24,CYOR_u10m,34DHXMANDACOXy,0,NaN,NaN
LIT7,LIN24,CYOR_u10m,34HPLFM,0.00214881840209855,0.000214162048507523,0.00193465635359102
LIT7,LIN24,CYOR_u10m,34HPPOR,0,0,0
LIT7,LIN24,CYOR_u10m,3AIB_Dtm,0,0,0
LIT7,LIN24,CYOR_u10m,3DPHBH1,0.00214881840209855,0.000214162048507523,0.00193465635359102
LIT7,LIN24,CYOR_u10m,3DSPHR,0.000326689897657655,3.25595581463508e-05,0.000294130339511304
LIT7,LIN24,CYOR_u10m,3HAD100,0.0105631103658279,0.00105277270166127,0.00951033766416661
LIT7,LIN24,CYOR_u10m,3HAD100m,0,0,0
LIT7,LIN24,CYOR_u10m,3HAD120,0.0105631103658279,0.00105277270166127,0.00951033766416661
LIT7,LIN24,CYOR_u10m,3HAD140,0.0105631103658279,0.00105277270166127,0.00951033766416661
