id	filename	md5	size	state
7001c5e0-405d-4ac6-b140-682f3e5145d0	8938a378-30da-4e15-91f3-1cba44349f6c.FPKM-UQ.txt.gz	5811e50d3c8fc4b736ba9ec344ededa8	501333	released
98970f9f-7362-42df-b897-c6f9a46cd308	2169eeab-a7e5-44b8-a249-3dce8c5caed0.FPKM-UQ.txt.gz	d8a3060de327aaa3b97cdb16517bf893	507069	released
133f1f02-6f81-44e2-91b7-9726ff9b279c	3cb0eafa-ff8c-4343-be3f-50ec7d429fc5.FPKM-UQ.txt.gz	4bcdff57a13f569e1a46b86faad80855	505309	released
7f2346be-b333-413b-bd65-634d1920ccf5	ac51c9ef-428a-47f2-b871-b30d2ce22b9f.FPKM-UQ.txt.gz	156ee798468279a089054c0fd2e16e22	502303	released
6594779b-c8b2-4f2e-b06a-7b0df31b34c6	71f14da0-9c2d-4ff8-b57e-0731ff1c27a6.FPKM-UQ.txt.gz	80dc8d732e49b72b2de6988fcabbb8b4	506146	released
62e8e80c-ec75-4512-9e02-bebecc122316	5ea8eb81-9496-41a1-b4d5-8c544782ad44.FPKM-UQ.txt.gz	9237931fd8495a44b95044a05d81dc27	515945	released
5f0cf7dd-38e7-445a-a1b4-4e8b4e7eeb36	46e99292-c02d-47f0-8c27-105f598c810d.FPKM-UQ.txt.gz	c94a3701c8bd7f5033c2e48997aeab82	510334	released
2eb8eb27-cc65-4db0-a262-f0d0ab62defb	612275f0-576b-4dc8-9eb7-f2e285236175.FPKM-UQ.txt.gz	327ca8d86e0d7fe46488b9b11426f644	529193	released
cb9a2397-022f-4c7a-b52c-3475ee039c8b	82ca35cd-c1dc-4fbe-b9a0-7870b0b14143.FPKM-UQ.txt.gz	696fa5bfa8f5280d75f7063e65d75673	513721	released
1031de01-f851-4447-a300-0c720316fd7c	bd50199c-3588-48af-a86b-d3924b09badc.FPKM-UQ.txt.gz	f646807759dbb9aa3beb3814d7e110dd	521961	released
1745c2cc-735e-4857-ae68-32ab68c18b2f	3865f759-f3c6-43b4-8111-9aa6309ca55c.FPKM-UQ.txt.gz	d27a62adccabb49ca480d948951bc003	497192	released
