"entrezgene_id"	"V2"
23596	52811.9071447
10806	228671.043936
5798	4780.51483245
55733	65107.2873758
23095	166075.092193
2296	11612.2864648
25771	175649.166059
23224	184868.763794
57475	84454.0094262
10079	678696.488311
23626	0
140689	10946.9074986
25884	1296.75781601
23201	326534.930157
84957	21312.3761634
2581	160443.549191
51602	372416.653784
26099	709222.406969
3757	197.639016659
8454	521916.695482
10827	64839.8019191
26999	209100.753565
23118	492355.695867
116254	1152353.21092
5610	144555.953068
57602	141936.15585
58508	153390.646094
55283	35952.3664028
114800	28221.3700308
23369	656124.849735
84545	383680.182535
3700	212.655529276
3697	63.9042969249
54969	227694.392065
51663	386875.559802
55609	18297.6453531
10886	1354.04509432
112885	2119.93868582
7185	38948.6235573
54542	101539.073412
55540	27814.6502439
10758	118492.160668
8908	7486.51282812
131566	327264.730986
6317	0
6646	150807.49944
5318	27005.4858758
4438	711.282609251
2155	3290.22091825
2665	1543275.23881
639	248344.47937
9474	244763.447826
57458	533828.816092
57095	550475.472525
57504	74763.533565
8975	213072.311437
23200	151316.480218
3918	1286366.63835
5218	291060.280029
29927	1838791.95393
4659	124475.624056
5923	33457.1464659
816	126487.868496
9696	47267.5397168
55718	101884.355594
493	322074.816603
9877	286698.972814
55781	88138.2186712
54432	335022.850021
55706	107387.294412
1608	3729.61729431
84256	106025.843799
64718	29138.8585763
6916	19263.0438677
64761	123452.405188
5832	767204.513013
6894	69191.9380141
5188	30749.7236461
4084	36623.4106923
5128	78594.0665804
548645	62320.7751357
6515	208816.042155
5662	18372.1728015
9150	83570.2388718
8531	513613.723122
55359	4155.57100938
65125	338980.053979
NA	2846.87377673
55749	209434.81057
11054	224609.985634
2769	39562.0668124
84699	216.864171193
55650	166226.451342
10076	397155.507849
9410	212641.885569
23504	532.138128923
1301	322809.652581
79832	116819.359385
51660	347480.647911
30	217642.819161
586	109444.70775
51564	200090.378493
11178	26106.8204068
93166	6273.47457709
7478	0
6676	27352.8649209
10787	362280.110763
60488	655741.914421
2983	152286.341989
6433	71730.4561577
10188	61330.3854821
23041	70120.1330868
1001	619690.829782
416	263.5037434
65056	347272.853717
84649	29166.6810158
7771	45202.2593583
1431	518213.738787
4058	4992.2256486
64951	54897.9241722
63916	272248.808829
23063	236014.439281
81671	387328.785457
10513	122050.63293
5424	134251.957032
124925	0
1975	2656755.78468
28968	806.838358508
29998	33807.5267681
56848	69393.7919497
6141	3629039.66481
770	473706.076575
79763	155928.340157
11338	751533.167355
29924	151207.201505
55588	687374.147278
NA	3101.23108474
2928	281.104671081
10838	62614.4335635
8776	155638.404775
2817	138639.60721
57143	46421.6581611
3029	145555.05775
6047	202188.343315
841	51878.1134949
22998	236619.714545
55726	118930.386117
51768	585766.246182
1747	91766.8528341
53340	58466.7472119
10077	7426.03984893
8839	55907.5485028
58524	133451.233504
10402	8681.87842599
9914	6753.96795617
4804	159674.633197
50937	20764.9898983
6873	108266.431446
28996	282387.25449
23534	376079.575358
NA	5564.00913174
8625	430641.125386
54929	165236.684181
9170	83996.1509884
5476	820862.217726
10147	182163.159395
6558	137076.01129
28966	186498.300146
2139	146715.504952
1265	1324599.99154
10347	42583.678816
9627	5668.87384402
11218	60256.8575192
53339	708017.303414
55711	19963.3669533
8537	212.837374952
5449	925.370061271
1117	194498.070827
22904	238580.568327
5378	57831.0427443
10362	280066.835842
10203	47451.6031458
6882	253256.449723
23294	168778.405234
8943	641296.299696
7629	155733.933856
9351	304041.307738
4913	55327.7617202
54887	99411.866852
2773	65761.5899259
3843	521881.329497
4942	560192.158938
10885	76615.3995611
5586	190092.907119
57418	275720.389587
9697	109586.50745
9423	7597.31284864
9340	335.867130963
55388	4951.49333445
1606	35562.0937502
2065	365475.06602
54763	0
