CancerModel,NormalModel,DeletedReaction,Reaction,FluxCancer,FluxNormal,FluxDifference
PT3,PN4,GND,11DOCRTSLtm,0,NaN,NaN
PT3,PN4,GND,11DOCRTSLtr,0,NaN,NaN
PT3,PN4,GND,11DOCRTSTRNtm,0,NaN,NaN
PT3,PN4,GND,11DOCRTSTRNtr,0,NaN,NaN
PT3,PN4,GND,12HPETATP,0,NaN,NaN
PT3,PN4,GND,15HPETATP,0,NaN,NaN
PT3,PN4,GND,2AMACSULT,0,NaN,NaN
PT3,PN4,GND,2AOBUTtm,0.00960957045481337,NaN,NaN
PT3,PN4,GND,2DR1PP,0.00120146502305405,NaN,NaN
PT3,PN4,GND,2MCITt,0,NaN,NaN
PT3,PN4,GND,335TRITHYRt5e,0,NaN,NaN
PT3,PN4,GND,34DHMORx,1000,NaN,NaN
PT3,PN4,GND,34DHMORy,-1000,NaN,NaN
PT3,PN4,GND,34DHOXMANDte,0,NaN,NaN
PT3,PN4,GND,34DHPHAMT,0,NaN,NaN
PT3,PN4,GND,34DHPLACOX,0,NaN,NaN
PT3,PN4,GND,34DHPLACOXy,0,NaN,NaN
PT3,PN4,GND,34DHXMANDACOX,0,NaN,NaN
PT3,PN4,GND,34DHXMANDACOXy,0,NaN,NaN
PT3,PN4,GND,34HPLFM,0,NaN,NaN
PT3,PN4,GND,34HPPte,-0.0996862455857581,NaN,NaN
PT3,PN4,GND,3DPHBH1,0,NaN,NaN
PT3,PN4,GND,3DSPHR,3.43603036717762e-05,0.000872188265195189,-0.000837827961523413
PT3,PN4,GND,3HAD100,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HAD120,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HAD140,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HAD160,0.000393239389843061,NaN,NaN
PT3,PN4,GND,3HAD241n9p,0,0,0
PT3,PN4,GND,3HAD40,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HAD60,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HAD80,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3HDH224n6p,0,0,0
PT3,PN4,GND,3HLYTCL,0,NaN,NaN
PT3,PN4,GND,3M4HDXPAC,0,NaN,NaN
PT3,PN4,GND,3M4HPORx,-999.898551677633,0,-999.898551677633
PT3,PN4,GND,3M4HPORy,999.898551677633,0,999.898551677633
PT3,PN4,GND,3MLDAt,0.000326432709925939,NaN,NaN
PT3,PN4,GND,3MOBt2im,-0.0993071150247715,NaN,NaN
PT3,PN4,GND,3MOBte,-0.0993071150247715,NaN,NaN
PT3,PN4,GND,3MOX4HOXMte,0,NaN,NaN
PT3,PN4,GND,3MOX4HOXPGALDOX,0,NaN,NaN
PT3,PN4,GND,3MOX4HOXPGALDOXy,0,NaN,NaN
PT3,PN4,GND,3MOXTYROX,0,NaN,NaN
PT3,PN4,GND,3OAR100,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAR120,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAR140,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAR160,0.000393239389843061,NaN,NaN
PT3,PN4,GND,3OAR40,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAR60,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAR80,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAS100,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAS120,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAS140,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAS160,0.000393239389843061,NaN,NaN
PT3,PN4,GND,3OAS60,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,3OAS80,0.00111099756218565,0.0282011196890185,-0.0270901221268328
PT3,PN4,GND,41R2A1H12BOOX,0,NaN,NaN
PT3,PN4,GND,42A12BOOX,0,NaN,NaN
PT3,PN4,GND,4HBZCOAFm,0,NaN,NaN
PT3,PN4,GND,4HBZFm,0,NaN,NaN
PT3,PN4,GND,4HOXPACDOX,0,NaN,NaN
PT3,PN4,GND,4HOXPACDOXy,0,NaN,NaN
